Varnummer;Namn;Underrubrik;Prisinklmoms;Volymiml;Saljstart;Varugrupp;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;Ekologisk;RavarorBeskrivning;fyllighet;stravhet;fruktsyra;druva;smak;doft
2439;Langhe A Mont;Nebbiolo;169;750;2013-09-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Piemonte, Langhe;Italien;Paolo Conterno;Gullberg by Stockwine AB;2012;2012;14%;FS;0;Nebbiolo.;8 ;9 ;9 ;Nebbiolo;Nyanserad,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,nypon,viol,ceder,pomerans,kakao ;Nyanserad,kryddig,doft,fatkaraktär,inslag,mogna,jordgubbar,nypon,lavendel,vanilj
2440;Le Verdier;;89;750;2012-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Rhonedalen, Côtes du Rhône, Côtes-du-Rhône-Villages, Côtes-du-Rhône-Villages Cairanne;Frankrike;Providential Wines & Spirits AB;Providential Wines & Spirits AB;2012;2012;14%;FS;0;50% grenache, 30% syrah, 10% cinsault och 10% mourvèdre.;8 ;7 ;9 ;50%,grenache,30%,syrah,10%,cinsault,och,10%,mourvèdre;Kryddig,smak,inslag,blåbär,örter,hallon,peppar ;Kryddig,doft,inslag,blåbär,lavendel,peppar,lakrits
2469;Les Pious;Côtes du Rhône;89;750;2014-03-01;Rott vin, Fruktigt & Smakrikt;PET-flaska;Skruvkapsyl;Rhonedalen, Côtes du Rhône;Frankrike;REMI POUIZIN;Vinia Sweden AB;2012;2012;13.5%;FS;1;Grenache och syrah.;8 ;8 ;9 ;Grenache,och,syrah;Fruktig,smak,inslag,björnbär,mörka,körsbär,viol,peppar,lagerblad,lakrits ;Fruktig,doft,inslag,björnbär,mörka,körsbär,viol,kryddor,lakrits
2479;Château L'Ermitage;;121;750;2014-03-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Bordeaux, Haut-Médoc, Listrac-Médoc;Frankrike;Vignobles Thomas;Pernod Ricard Sweden AB;2011;2011;13.5%;FS;0;50% merlot, 40% cabernet sauvignon och 10% petit verdot.;9 ;10;9 ;50%,merlot,40%,cabernet,sauvignon,och,10%,petit,verdot;Nyanserad,smak,rostade,fatkaraktär,inslag,svarta,vinbär,kakao,plommon,tobak,ceder ;Nyanserad,doft,fatkaraktär,inslag,svarta,vinbär,mörk,choklad,plommon,tobak,ceder
2505;Aventino;200 Barrels;159;750;2013-06-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Ribera del Duero;Spanien;Vinnico Export;Enjoy Wine & Spirits AB;2010;2010;14.5%;FS;0;Tinto fino (tempranillo).;10;9 ;9 ;Tinto,fino,(tempranillo);Nyanserad,fruktig,stram,smak,rostad,fatkaraktär,inslag,mörka,kakao,vanilj,tobak ;Nyanserad,doft,rostad,fatkaraktär,inslag,björnbär,choklad,mörka,körsbär,tobak,lagerblad
2518;Hermon;Mount Hermon Red;116;750;2002-03-04;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Golanhojderna;ovriga ursprung;Golan Heights Winery;Amka Vinimport AB;2013;2013;14%;FSB;0;Cabernet sauvignon, merlot, cabernet franc, malbec och petit verdot.;8 ;8 ;9 ;Cabernet,sauvignon,merlot,cabernet,franc,malbec,och,petit,verdot;Kryddig,smak,inslag,russin,kanel,mörka,sötlakrits ;Kryddig,utvecklad,doft,inslag,russin,kanel,mörka,lakrits,vanilj
2519;Casa de Santar;Reserva;129;750;2013-03-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Beiras, Dão;Portugal;Sociedade Agrícola de Santar;BGS Wine Import;2009;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2520;Château Leret Monpezat;;149;750;2014-06-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Frankrike sydvast, Cahors;Frankrike;Jean-Baptiste de Monpezat;Stragas-Gruppen AB;2011;2011;14.5%;FS;0;90% malbec och 10% merlot.;10;9 ;9 ;90%,malbec,och,10%,merlot;Nyanserad,smak,fatkaraktär,inslag,björnbär,viol,svarta,oliver,blåbär,choklad,kaffe ;Nyanserad,doft,fatkaraktär,inslag,björnbär,viol,svarta,oliver,blåbär,lakrits,kaffe
2521;Aliança Reserva;;79;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Beiras, Dão;Portugal;Caves Aliança;Vinunic AB;2011;2011;14%;FS;0;60% tinta roriz, 30% touriga nacional och 10% jaen.;8 ;8 ;9 ;60%,tinta,roriz,30%,touriga,nacional,och,10%,jaen;Fruktig,smak,inslag,plommon,björnbär,peppar,lakrits,kakao ;Fruktig,doft,inslag,plommon,mörka,körsbär,viol,svartpeppar,choklad
2523;Rocca di Montemassi;Le Focaie;89;750;2008-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Toscana, Maremma Toscana;Italien;Tenuta Rocca di Montemassi;Pernod Ricard Sweden AB;NA;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2525;Baron de Ley;Reserva;108;750;1994-02-14;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Baron de Ley;Enjoy Wine & Spirits AB;2009;2009;13.5%;FS;0;Tempranillo.;8 ;8 ;9 ;Tempranillo;Kryddig,utvecklad,smak,fatkaraktär,inslag,mörka,körsbär,dill,choklad,tobak ;Kryddig,utvecklad,doft,fatkaraktär,inslag,dill,mörka,körsbär,choklad,tobak
2533;NBNC;;69;750;2012-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Lisboa;Portugal;Abreu & Sobreiro;Arvid Nordquist Vin och Sprithandel;2012;2012;13%;FS;0;70% aragonês, 20% castelão och 10% touriga nacional.;7 ;7 ;9 ;70%,aragonês,20%,castelão,och,10%,touriga,nacional;Mycket,fruktig,smak,inslag,mörka,körsbär,lavendel,blåbär,lakrits,kanel ;Mycket,fruktig,doft,inslag,björnbär,lavendel,mörka,körsbär,lakrits,örter
2548;Baron de Ley;Gran Reserva;185;750;2012-03-05;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Baron de Ley;Enjoy Wine & Spirits AB;2007;2007;13.5%;FS;0;Tempranillo.;9 ;8 ;9 ;Tempranillo;Balanserad,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,plommon,dill,tobak,kakao ;Utvecklad,kryddig,nyanserad,doft,fatkaraktär,inslag,torkade,körrsbär,dill,plommon,tobak,mörk,choklad
2549;Catralvos;;102;750;2013-09-02;Rott vin;Flaska;Naturkork;Terras do Sado, Palmela;Portugal;Horácio Simões;Sundance Wines AB;2010;2010;13.5%;FS;0;85% castelão, 10% aragonez och 5% syrah.;9 ;9 ;9 ;85%,castelão,10%,aragonez,och,syrah;Kryddig,smak,fatkaraktär,inslag,russin,stjärnanis,torkade,körsbär,rosmarin,choklad ;Kryddig,doft,fatkaraktär,inslag,russin,stjärnanis,torkade,körsbär,rosmarin,pomerans
2550;Montepasso;;79;750;2008-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Marche, Rosso Conero;Italien;Moncaro;Selezione Barbro Guaccero;NA;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2551;Mayu;Reserva Syrah;89;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Coquimbo, Valle del Elqui;Chile;Viña Mayu;WineWorld AB;2011;2011;14%;FS;0;Syrah.;9 ;9 ;9 ;Syrah;Fruktig,kryddig,smak,fatkaraktär,inslag,peppar,mörka,choklad,hallon,muskot,vanilj ;Fruktig,kryddig,doft,fatkaraktär,inslag,peppar,mörka,sandelträ,plommon,vanilj
2558;Meandro;;139;750;2012-10-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Douro;Portugal;Quinta do Vale Meão;Vinovativa AB;NA;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2559;Duorum;;99;750;2008-10-01;Rott vin;Flaska;Naturkork;Douro;Portugal;Duorum Vinhos;Hermansson & Co AB;2013;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2560;Periquita;Reserva;85;750;2008-04-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Península de Setúbal;Portugal;José Maria da Fonseca;The WineAgency Sweden AB;2012;2012;13%;FS;0;56% castelão, 32% touriga naçional och 12% touriga francesa.;8 ;7 ;9 ;56%,castelão,32%,touriga,naçional,och,12%,touriga,francesa;Kryddig,mycket,fruktig,smak,fatkaraktär,inslag,körsbär,plommon,kakao,vanilj ;Kryddig,fruktig,doft,fatkaraktär,inslag,körsbär,kaffe,svarta,vinbär,lakrits
2560;Periquita;Reserva;265;3000;2010-03-01;Rott vin, Kryddigt & Mustigt;Box;Vingtapp;Península de Setúbal;Portugal;José Maria da Fonseca;The WineAgency Sweden AB;2012;2012;13%;FS;0;56% castelão, 32% touriga naçional och 12% touriga francesa.;8 ;7 ;9 ;56%,castelão,32%,touriga,naçional,och,12%,touriga,francesa;Kryddig,mycket,fruktig,smak,fatkaraktär,inslag,körsbär,plommon,kakao,vanilj ;Kryddig,fruktig,doft,fatkaraktär,inslag,körsbär,kaffe,svarta,vinbär,lakrits
2562;Tinto da Ânfora;;59;750;2012-04-02;Rott vin;Flaska;Naturkork;Alentejo, Alentejano;Portugal;Bacalhôa Vinhos de Portugal;Nigab;2009;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2565;Cigarra;Shiraz Tinta Barroca;65;750;2009-04-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Lisboa;Portugal;Casa Santos Lima;Giertz Vinimport AB;2012;2012;13%;FS;0;60% shiraz och 40% tinta barocca.;8 ;7 ;9 ;60%,shiraz,och,40%,tinta,barocca;Mycket,fruktig,smak,inslag,björnbär,plommon,lavendel,choklad ;Ungdomlig,fruktig,kryddig,doft,inslag,plommon,lavendel,mörk,choklad,örter
2567;Siro;Fifty;105;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Toscana;Italien;Fattoria di Gratena;Moestue Grape Selections AB;2013;2013;14%;FS;1;50% sangiovese och 50% gratena nero.;9 ;9 ;10;50%,sangiovese,och,50%,gratena,nero;Nyanserad,fruktig,kryddig,smak,fatkaraktär,inslag,svarta,vinbär,körsbär,salvia,choklad,kanel ;Nyanserad,fruktig,doft,fatkaraktär,inslag,mörka,salvia,skogsbär,choklad,kanel
2568;Native;Touriga Nacional Cabernet Sauvignon;59;750;2010-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Tejo;Portugal;Fiuza & Bright;Sigva AB;2013;2013;13%;FS;0;Touriga nacional och cabernet sauvignon.;7 ;7 ;9 ;Touriga,nacional,och,cabernet,sauvignon;Mycket,fruktig,smak,inslag,körsbär,svarta,vinbär,vanilj,choklad ;Fruktig,doft,inslag,körsbär,svarta,vinbär,örter,lakrits
2573;Marqués de Riscal;Reserva;135;750;1992-11-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Marqués de Riscal;Nigab;2009;2009;14%;FS;0;80% tempranillo, 10% mazuelo och 10% graciano.;8 ;8 ;9 ;80%,tempranillo,10%,mazuelo,och,10%,graciano;Utvecklad,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,tobak,dill,kakao ;Utvecklad,kryddig,doft,fatkaraktär,inslag,mörka,körsbär,dill,korinter,tobak,choklad
2574;Periquita;Original;69;750;1979-03-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Península de Setúbal;Portugal;José Maria da Fonseca;The WineAgency Sweden AB;2012;2012;13%;FS;0;Castelão, trincadeira och aragonez.;6 ;6 ;9 ;Castelão,trincadeira,och,aragonez;Kryddig,smak,inslag,mörka,körsbär,muskot,örter ;Kryddig,doft,inslag,björnbär,lakrits,örter
2574;Periquita;Original;135;1500;1955-10-01;Rott vin, Kryddigt & Mustigt;Magnum;;Península de Setúbal;Portugal;José Maria da Fonseca;The WineAgency Sweden AB;2012;2012;13%;FS;0;Castelão, trincadeira och aragonez.;6 ;6 ;9 ;Castelão,trincadeira,och,aragonez;Kryddig,smak,inslag,mörka,körsbär,muskot,örter ;Kryddig,doft,inslag,björnbär,lakrits,örter
2574;Periquita;Original;225;3000;2004-03-01;Rott vin;Box;Vingtapp;Península de Setúbal;Portugal;José Maria da Fonseca;The WineAgency Sweden AB;2011;NA;13%;BS;0;;6 ;6 ;9 ;Castelão,trincadeira,och,aragonez;Kryddig,smak,inslag,mörka,körsbär,muskot,örter ;Kryddig,doft,inslag,björnbär,lakrits,örter
2575;Crasto Superior;;141;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Douro;Portugal;Quinta do Crasto;Vinobele AB;2012;2012;14.5%;FS;0;Touriga nacional, touriga franca, tinta roriz och sousào.;10;9 ;9 ;Touriga,nacional,touriga,franca,tinta,roriz,och,sousào;Nyanserad,fruktig,smak,fatkaraktär,inslag,plommon,choklad,viol,hallon,lakrits,kryddor ;Nyanserad,fruktig,doft,fatkaraktär,inslag,plommon,mörka,viol,eneträ,choklad,mynta
2597;Campogiovanni;Rosso di Montalcino;121;750;2013-06-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana, Rosso di Montalcino;Italien;San Felice;Bibendum;2012;2012;14%;FS;0;Sangiovese.;9 ;9 ;9 ;Sangiovese;Kryddig,nyanserad,smak,fatkaraktär,inslag,körsbär,basilika,nypon,mörk,choklad,rosor ;Kryddig,nyanserad,doft,fatkaraktär,inslag,körsbär,basilika,nypon,mörk,choklad,rosor
26001;Ravenswood;Vintners Blend Zinfandel;99;750;1999-04-06;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Kalifornien;USA;Ravenswood;Bibendum;2012;2012;13.5%;FS;0;Zinfandel.;8 ;7 ;8 ;Zinfandel;Fruktig,smak,inslag,björnbär,hallon,mintchoklad,lakrits,örter ;Fruktig,doft,inslag,björnbär,hallon,mintchoklad,lakrits,örter
2609;Viña Ardanza;Reserva;199;750;2012-04-25;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;La Rioja Alta;Winepartners Nordic AB;2004;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2612;Marqués de Murrieta;Reserva;139;750;2005-08-22;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Marqués de Murrieta;Ward Wines AB;2008;2008;14%;FS;0;86% tempranillo, 8% garnacha tinta, 4% mazuelo och 2% graciano.;9 ;9 ;9 ;86%,tempranillo,garnacha,tinta,mazuelo,och,graciano;Balanserad,kryddig,smak,fatkaraktär,inslag,dill,mörka,körsbär,tobak,fikon,choklad ;Utvecklad,kryddig,doft,fatkaraktär,inslag,dill,mörka,körsbär,tobak,plommon,choklad
2620;La Revedere;Merlot;59;750;1955-01-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Dobrogea, Colinele Dobrogei;Rumanien;Altia;Altia Sweden AB;2013;2013;13%;FS;0;;5 ;4 ;8 ;Ingen anged;Mjuk,bärig,smak,sötma,inslag,skogsbär,vanilj ;Bärig,doft,inslag,skogsbär,örter
26319;Rosemount;Diamond Blends Shiraz Cabernet;69;750;2004-02-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Eastern Australia;Australien;Rosemount Estate;Treasury Wine Estates Sweden AB;2012;2012;13%;FS;0;55 % shiraz och 45 % cabernet sauvignon;8 ;7 ;9 ;shiraz,och,cabernet,sauvignon;Mycket,fruktig,smak,inslag,björnbär,svarta,vinbär,vanilj,eukalyptus,lakrits ;Mycket,fruktig,doft,inslag,svarta,vinbär,eukalyptus,lakrits,vanilj
2643;Montecillo;Crianza;72;750;1989-04-03;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Bodegas Montecillo;Mondo Wine Sweden AB;2010;2010;13.5%;FS;0;Tempranillo.;7 ;6 ;9 ;Tempranillo;Kryddig,något,utvecklad,smak,inslag,korinter,torkade,körsbär,dill,kakao ;Kryddig,aningen,utvecklad,doft,inslag,torkade,körsbär,svarta,vinbär,dill,vanilj
26507;Woodbridge;Zinfandel by Robert Mondavi Zinfandel;89;750;1999-01-04;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Kalifornien;USA;Robert Mondavi;Bibendum;2012;2012;13.5%;FS;0;Zinfandel.;8 ;7 ;9 ;Zinfandel;Mycket,fruktig,smak,inslag,skogsbär,mynta,svartpeppar,vanilj ;Mycket,fruktig,doft,inslag,björnbär,peppar,mynta,vanilj
26554;Ecologica El Condor;Cabernet Sauvignon Shiraz;64;750;2002-11-04;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Valle Central;Chile;Ecologica - The Organic Wine Company;Giertz Vinimport AB;2013;2013;13.5%;FS;1;60% cabernet sauvignon och 40% shiraz.;6 ;6 ;9 ;60%,cabernet,sauvignon,och,40%,shiraz;Fruktig,smak,inslag,mörka,blåbär,vanilj ;Fruktig,doft,inslag,mörka,blåbär,vanilj
2659;Coto de Imaz;Reserva;99;750;1995-08-07;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;El Coto de Rioja;Spendrups Bryggeri AB;2008;2008;13.5%;FS;0;Tempranillo;8 ;8 ;9 ;Tempranillo;Nyanserad,utvecklad,kryddig,smak,inslag,mörka,körsbär,dill,choklad,nypon,vanilj ;Nyanserad,utvecklad,kryddig,doft,inslag,mörka,körsbär,dill,choklad,läder,vanilj
2661;Domaine Boyar;Pinot Noir;59;750;2013-03-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Trakien;Bulgarien;Domaine Boyar;Pernod Ricard Sweden AB;2012;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2662;Ch Malavieille Alliance;;119;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Languedoc-Roussillon, Coteaux du Languedoc, Terrasses du Larzac;Frankrike;Domaine de Malavieille;People Wine AB;2012;2012;14%;FS;1;80% syrah och 20% grenache.;9 ;9 ;9 ;80%,syrah,och,20%,grenache;Nyanserad,fruktig,smak,inslag,mörka,lavendel,peppar,lagerblad,svarta,oliver ;Nyanserad,fruktig,doft,inslag,mörka,lavendel,peppar,lagerblad,svarta,oliver
2678;Faustino I;Gran Reserva;159;750;1991-09-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Faustino Martínez;Bibendum;2001;2001;13.5%;FS;0;Tempranillo.;8 ;8 ;9 ;Tempranillo;Utvecklad,kryddig,smak,fatkaraktär,inslag,körsbär,russin,dill,kakao,läder ;Utvecklad,kryddig,doft,fatkaraktär,inslag,torkade,körsbär,dill,russin,choklad,läder
2680;Manifesto;Nero d'Avola;72;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Sicilien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14%;FSN;1;85% nero d'avola och 15% cabernet sauvignon.;9 ;8 ;9 ;85%,nero,d'avola,och,15%,cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,kaffe,mörka,plommon,choklad,vanilj,peppar ;Nyanserad,fruktig,doft,fatkaraktär,inslag,kaffe,mörka,plommon,choklad,vanilj,kryddor
2685;Señorío de los Llanos;Reserva;62;750;1993-04-26;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Valdepeñas;Spanien;Bodegas Vinartis;Prime Wine Sweden AB;2009;2009;13%;FS;0;Tempranillo.;7 ;6 ;9 ;Tempranillo;Utvecklad,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,vanilj,choklad,örter ;Utvecklad,kryddig,doft,fatkaraktär,inslag,torkade,körsbär,vanilj,örter
2686;Torres Gran Sangre de Toro;Reserva;86;750;1990-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Catalunya;Spanien;Miguel Torres;Miguel Torres;2010;2010;14%;FS;0;Garnacha, cariñena och syrah.;8 ;8 ;9 ;60%,garnacha,25%,mazuelo,och,15%,syrah;Kryddig,smak,fatkaraktär,inslag,plommon,körsbär,kakao,kaffe,vanilj ;Kryddig,fruktig,doft,fatkaraktär,inslag,plommon,mörka,körsbär,choklad,viol,vanilj
2686;Torres Gran Sangre de Toro;Reserva;46;375;1998-02-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Catalunya;Spanien;Miguel Torres;Miguel Torres;2010;2010;14%;FS;0;60% garnacha, 25% mazuelo och 15% syrah.;8 ;8 ;9 ;60%,garnacha,25%,mazuelo,och,15%,syrah;Kryddig,smak,fatkaraktär,inslag,plommon,körsbär,kakao,kaffe,vanilj ;Kryddig,fruktig,doft,fatkaraktär,inslag,plommon,mörka,körsbär,choklad,viol,vanilj
2693;Slayer;Reign in Blood Red Cabernet Sauvignon;121;750;2012-07-31;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Kalifornien;USA;;Brands For Fans Sweden AB;2011;NA;12.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2694;Langhe Rosso;Il Cascinone;99;750;2012-10-01;Rott vin;Flaska;Naturkork;Piemonte, Langhe;Italien;Araldica Vini Piemontesi;Nigab;2008;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2699;Côtes-du-Rhône-Villages Cairanne;Domaine Berthet-Rayne;99;750;2014-12-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône;Frankrike;Domaine Berthet-Rayne;Domaine Wines Sweden AB;2012;2012;14%;FSN;1;Huvudsakligen grenache.;8 ;8 ;9 ;Huvudsakligen,grenache;Nyanserad,kryddig,smak,inslag,skogshallon,björnbär,örter,peppar,kakao,kanel ;Nyanserad,något,kryddig,doft,inslag,skogshallon,björnbär,örter,lagerblad,peppar
27000;Chill Out Lakes;Shiraz;63;750;2004-03-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Kalifornien;USA;Altia;Altia Sweden AB;2012;2012;13.5%;FS;0;Shiraz.;6 ;6 ;9 ;Shiraz;Mycket,fruktig,smak,inslag,blåbärssylt,jordgubbar,lakrits ;Fruktig,doft,inslag,blåbärssylt,jordgubbar,sötlakrits
2700;Chianti;del Barone Ricasoli;89;750;2011-11-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Toscana, Chianti;Italien;Barone Ricasoli;WineWorld AB;2013;2013;13%;FS;0;Huvudakligen sangiovese och ovriga druvsorter.;7 ;7 ;10;Huvudakligen,sangiovese,och,övriga,druvsorter;Fruktig,aningen,kryddig,smak,inslag,körsbär,blåbär,örter,vanilj ;Fruktig,aningen,kryddig,doft,inslag,körsbär,blåbär,örter,vanilj
2704;Macià Batle;Crianza;99;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Balearerna, Mallorca, Binissalem;Spanien;Macià Batle;Sigva AB;2011;2011;14%;FSN;0;Merlot, cabernet sauvignon, syrah och mantoniegro.;9 ;9 ;9 ;Merlot,cabernet,sauvignon,syrah,och,mantoniegro;Nyanserad,fruktig,smak,fatkaraktär,inslag,mörka,körsbär,tobak,plommon,peppar,kakao,lavendel ;Nyanserad,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,tobak,plommon,mörk,choklad,lavendel
2705;Brolio;;119;750;2005-10-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Barone Ricasoli;WineWorld AB;2012;2012;13%;FS;0;Sangiovese.;9 ;9 ;10;Sangiovese;Nyanserad,kryddig,smak,rostad,fatkaraktär,inslag,mörka,körsbär,kaffe,basilika,svarta,vinbär,kakao ;Kryddig,nyanserad,doft,rostad,fatkaraktär,inslag,mörka,körsbär,kaffe,basilika,svarta,vinbär,choklad
2705;Brolio;;69;375;2006-10-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Barone Ricasoli;WineWorld AB;2012;2012;14%;FS;0;Sangiovese.;9 ;9 ;10;Sangiovese;Nyanserad,kryddig,smak,rostad,fatkaraktär,inslag,mörka,körsbär,kaffe,basilika,svarta,vinbär,kakao ;Kryddig,nyanserad,doft,rostad,fatkaraktär,inslag,mörka,körsbär,kaffe,basilika,svarta,vinbär,choklad
2706;Viña Albali;Crianza;59;750;1995-06-17;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Valdepeñas;Spanien;Felix Solis;Martin & Servera Aktiebolag;NA;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2707;Aventino Old Vines;Mencía;99;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Bierzo;Spanien;Hemmeken Cellars;Enjoy Wine & Spirits AB;2011;2011;14.5%;FSN;0;Mencía.;9 ;9 ;9 ;Mencía;Nyanserad,fruktig,smak,fatkaraktär,inslag,björnbär,hallon,ceder,viol,mynta,kaffe,vanilj ;Nyanserad,fruktig,doft,fatkaraktär,inslag,björnbär,hallon,ceder,viol,tobak,kaffe,vanilj
2708;Azabache;Crianza;79;750;2005-08-15;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Rioja;Spanien;Viñedos de Aldeanueva;Chris-Wine AB;2011;2011;14%;FS;1;60% tempranillo, 30% garnacha och 10% graciano.;7 ;6 ;10;60%,tempranillo,30%,garnacha,och,10%,graciano;Kryddig,smak,fatkaraktär,inslag,mörka,körsbär,dill,russin,choklad ;Kryddig,doft,fatkaraktär,inslag,mörka,körsbär,russin,örter,choklad
2710;Marqués de Arienzo;Reserva;98;750;1991-04-15;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Marqués de Riscal;Nigab;2010;2010;14%;FS;0;Tempranillo, graciano och mazuelo.;9 ;8 ;9 ;Tempranillo;Kryddig,något,utvecklad,smak,fatkaraktär,inslag,torkade,körsbär,mörk,choklad,vanilj,örter ;Kryddig,något,utvecklad,doft,fatkaraktär,inslag,torkade,körsbär,mörk,choklad,vanilj,dill
2710;Marqués de Arienzo;Reserva;55;375;1990-09-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Marqués de Riscal;Nigab;2010;2010;13.5%;FS;0;Tempranillo.;9 ;8 ;9 ;Tempranillo;Kryddig,något,utvecklad,smak,fatkaraktär,inslag,torkade,körsbär,mörk,choklad,vanilj,örter ;Kryddig,något,utvecklad,doft,fatkaraktär,inslag,torkade,körsbär,mörk,choklad,vanilj,dill
2710;Marqués de Arienzo;Reserva;199;1500;1990-09-01;Rott vin, Kryddigt & Mustigt;Magnum;;Rioja;Spanien;Marqués de Riscal;Nigab;2010;2010;13.5%;FS;0;Tempranillo.;9 ;8 ;9 ;Tempranillo;Kryddig,något,utvecklad,smak,fatkaraktär,inslag,torkade,körsbär,mörk,choklad,vanilj,örter ;Kryddig,något,utvecklad,doft,fatkaraktär,inslag,torkade,körsbär,mörk,choklad,vanilj,dill
