Varnummer;Namn;Underrubrik;Prisinklmoms;Volymiml;Saljstart;Varugrupp;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;Ekologisk;RavarorBeskrivning;fyllighet;stravhet;fruktsyra;druva;smak;doft
4567;Casillero del Diablo;Merlot;77;750;2004-12-06;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Rapel;Chile;Concha y Toro;Concha y Toro Sweden AB;2013;2013;13.5%;FS;0;Merlot.;8 ;7 ;9 ;Merlot;Mycket,fruktig,aningen,bränd,smak,fatkaraktär,inslag,mörka,gräs,vanilj ;Mycket,fruktig,aningen,bränd,doft,fatkaraktär,inslag,mörka,vanilj,örter
4570;Club Privado;Reserva;107;750;2005-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Baron de Ley;Enjoy Wine & Spirits AB;2009;2009;13.5%;FS;0;Tempranillo.;7 ;7 ;9 ;Tempranillo;Kryddig,smak,fatkaraktär,inslag,körsbär,jordgubbar,vanilj,dill,kakao ;Kryddig,doft,fatkaraktär,inslag,mörka,körsbär,jordgubbar,dill,vanilj
4586;Rocca di Montemassi;Sangiovese;245;3000;2007-10-01;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;Toscana, Maremma Toscana;Italien;Tenuta Rocca di Montemassi;Pernod Ricard Sweden AB;2012;2012;13%;FS;0;Sangiovese.;7 ;6 ;9 ;Sangiovese;Fruktig,smak,inslag,mörka,körsbär,rosmarin,kanel,vanilj,choklad ;Fruktig,doft,inslag,mörka,körsbär,kanel,vanilj,choklad,örter
4599;Gayda Syrah;;79;750;2013-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Languedoc-Roussillon, VdP d'Oc;Frankrike;Domaine Gayda;Divine AB;2012;2012;13%;FS;0;Syrah.;8 ;8 ;9 ;Syrah;Kryddig,smak,inslag,mörka,lagerblad,timjan,kanel,lakrits ;Kryddig,doft,inslag,mörka,lagerblad,timjan,plommon,lakrits
4624;Gemtree;Cinnabar GSM;119;750;2014-06-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Australia, McLaren Vale;Australien;Gemtree Vineyards;Winemarket Nordic AB;2014;2014;15%;FS;1;45% grenache, 40% shiraz och 15% mourvèdre.;9 ;9 ;9 ;45%,grenache,40%,shiraz,och,15%,mourvèdre;Mycket,fruktig,smak,fatkaraktär,inslag,plommon,vanilj,vitpeppar,mörka,lagerblad ;Mycket,fruktig,doft,fatkaraktär,inslag,plommon,choklad,kryddor,mörka,lagerblad
4625;Domaine de la Roche Trouée;Rouge;99;750;2014-06-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Languedoc-Roussillon, Coteaux du Languedoc, Saint-Chinian, Saint-Chinian Berlou;Frankrike;Union des Vignerons de Berlou;Haugen-Gruppen AB;2012;NA;13.5%;FS;0;45% carignan, 40% syrah och 15% grenache.;8 ;7 ;9 ;45%,carignan,40%,syrah,och,15%,grenache;Nyanserad,kryddig,fruktig,smak,inslag,björnbär,viol,svarta,oliver,färska,örter,peppar ;Nyanserad,kryddig,fruktig,doft,inslag,björnbär,viol,svarta,oliver,mynta,lakrits
4626;Côte de Nuits-Villages;Louis Max;199;750;2014-06-02;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Bourgogne, Côte de Nuits, Côte de Nuits-Villages;Frankrike;Louis Max;Sigva AB;2012;2012;13%;FS;0;Pinot noir.;5 ;5 ;10;Pinot,noir;Nyanserad,bärig,smak,inslag,körsbär,örter,skogshallon,lingon,kryddor ;Nyanserad,bärig,doft,inslag,körsbär,örter,skogshallon,kryddor
4627;Deetlefs;Cabernet Sauvignon Merlot Shiraz;109;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Deetlefs Wines;Stockholm WineLab AB;2013;2013;14.5%;FSN;0;Cabernet sauvignon, merlot och shiraz.;8 ;8 ;9 ;Cabernet,sauvignon,merlot,och,shiraz;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,blåbär,mynta,svartpeppar,kakao ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,blåbär,mynta,lakrits,kaffe
4629;Ciconia Syrah;Casa Agricola Alexandre;79;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Alentejo, Alentejano;Portugal;Casa Agricola Alexandre Lda.;BGS Wine Import;2013;2013;14%;FSN;0;Shiraz.;9 ;8 ;9 ;Shiraz;Fruktig,kryddig,smak,inslag,björnbär,viol,plommon,peppar,eneträ ;Fruktig,kryddig,doft,inslag,björnbär,viol,plommon,lakrits
4630;Vylyan;Pinot Noir;69;750;2014-12-01;Rott vin, Kryddigt & Mustigt;Flaska;Plastkork/syntetkork;Villány-Siklós, Villány;Ungern;Vylyan Vineyard and Winery;Vin Drumlin AB;2013;2013;13.5%;FSN;0;Pinot noir.;6 ;5 ;10;Pinot,noir;Kryddig,bärig,smak,inslag,skogsbär,jordgubbar,muskot,vanilj,örter ;Kryddig,bärig,doft,inslag,skogsbär,körsbär,muskot,lakrits,örter
4632;Finca Antigua;Organic Selection;75;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;La Mancha;Spanien;Finca Antigua;Amka Vinimport AB;2013;2013;14%;FSN;1;Tempranillo.;8 ;8 ;9 ;Tempranillo;Mycket,fruktig,smak,inslag,mörka,körsbär,kryddor,blåbär,choklad,örter,vanilj ;Mycket,fruktig,doft,inslag,mörka,körsbär,kryddor,plommon,örter,vanilj
473008;Canto Perlic;Petit Prestige;252;750;2009-10-01;Rott vin;Flaska;;Frankrike sydvast, Gaillac;Frankrike;Canto Perlic;Astas Vinkalla;2007;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5003;Beaujolais-Villages;;79;750;1999-09-06;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne, Beaujolais, Beaujolais-Villages;Frankrike;Georges Duboeuf;Philipson Soderberg AB;2012;2012;12.5%;FS;0;Gamay.;5 ;4 ;9 ;Gamay;Ungdomlig,bärig,smak,inslag,skogshallon,blåbär,färska,örter ;Ungdomlig,bärig,doft,inslag,skogshallon,blåbär,färska,örter
5069;Two Oceans;Cabernet Sauvignon Merlot;67;750;1995-06-19;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Drostdy Cellars;Philipson Soderberg AB;2012;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5106;Morgon;;89;750;1993-08-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne, Beaujolais, Beaujolais Cru, Morgon;Frankrike;Georges Duboeuf;Philipson Soderberg AB;2012;2012;13%;FS;0;Gamay.;4 ;4 ;10;Gamay;Bärig,ungdomlig,smak,inslag,skogsbär,muskot,gräs ;Bärig,ungdomlig,doft,inslag,blåbär,hallon,lakrits,örter
5123;Masi Campofiorin;;115;750;1994-05-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien;Italien;Masi;Philipson Soderberg AB;2010;2010;13%;FS;0;70% corvina, 25% rondinella och 5% molinara.;7 ;7 ;10;70%,corvina,25%,rondinella,och,molinara;Kryddig,smak,inslag,körsbär,korinter,kanel,tranbär,vanilj ;Kryddig,nyanserad,doft,inslag,körsbär,salvia,korinter,svarta,oliver,kanel
5123;Masi Campofiorin;;60;375;2006-10-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien;Italien;Masi;Philipson Soderberg AB;2010;2010;13%;FS;0;70% corvina, 25% rondinella och 5% molinara.;7 ;7 ;10;70%,corvina,25%,rondinella,och,molinara;Kryddig,smak,inslag,körsbär,korinter,kanel,tranbär,vanilj ;Kryddig,nyanserad,doft,inslag,körsbär,salvia,korinter,svarta,oliver,kanel
5123;Masi Campofiorin;;220;1500;1999-10-04;Rott vin, Kryddigt & Mustigt;Magnum;Naturkork;Venetien;Italien;Masi;Philipson Soderberg AB;2010;2010;13%;FS;0;70% corvina, 25% rondinella och 5% molinara.;7 ;7 ;10;70%,corvina,25%,rondinella,och,molinara;Kryddig,smak,inslag,körsbär,korinter,kanel,tranbär,vanilj ;Kryddig,nyanserad,doft,inslag,körsbär,salvia,korinter,svarta,oliver,kanel
5150;Fleurie Poncié;Domaine du Vissoux;149;750;2013-03-01;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Bourgogne, Beaujolais, Beaujolais Cru, Fleurie;Frankrike;Domaine de Vissoux;Handpicked Wines Sweden AB;2012;2012;12.5%;FS;0;Gamay.;5 ;4 ;10;Gamay;Nyanserad,bärig,smak,inslag,skogshallon,körsbär,färska,örter ;Nyanserad,bärig,något,kryddig,doft,inslag,skogsbär,färska,örter,viol
5283;Couvent des Jacobins;Bourgogne Rouge;125;750;2004-06-07;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Bourgogne;Frankrike;Louis Jadot;Vinunic AB;2011;2011;12.5%;FS;0;Pinot noir.;5 ;5 ;10;Pinot,noir;Kryddig,smak,inslag,jordgubbar,muskot,lingon ;Kryddig,doft,inslag,jordgubbar,muskot,lingon
5318;Château Prat-Majou-Gay;Vieilles Vignes;49;750;2006-04-01;Rott vin;Flaska;Naturkork;Languedoc-Roussillon, Minervois;Frankrike;Château Prat-Majou-Gay;Winepartners Nordic AB;2009;2009;13%;BS;0;40% syrah, 30% carignan och 30% mourvèdre.;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5327;Christian Moueix;Saint-Emilion;139;750;2006-04-18;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Bordeaux, Saint-Emilion;Frankrike;Jean Pierre Moueix;Hjo Grosshandel AB;2010;2010;14%;FS;0;Huvudsakligen merlot.;9 ;8 ;9 ;Huvudsakligen,merlot;Fruktig,något,stram,smak,fatkaraktär,inslag,svarta,vinbär,plommon,örter,kakao ;Fruktig,nyanserad,doft,fatkaraktär,inslag,svarta,vinbär,körsbär,ceder,choklad
5328;Monti Garbi;Ripasso;105;750;2006-10-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella;Italien;Tenuta Sant' Antonio;Johan Lidby Vinhandel AB;2012;2012;14%;FS;0;Corvina, rondinella samt ovriga druvsorter.;8 ;8 ;9 ;70%,corvina,20%,rondinella,och,10%,oseleta;Kryddig,något,utvecklad,smak,inslag,torkade,körsbär,vanilj,jordgubbar,kanel ;Kryddig,något,utvecklad,doft,inslag,torkade,körsbär,kanel,jordgubbar,vanilj
5328;Monti Garbi;Ripasso;59;375;2011-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella;Italien;Tenuta Sant' Antonio;Johan Lidby Vinhandel AB;2012;2012;14%;FS;0;70% corvina, 20% rondinella och 10% oseleta.;8 ;8 ;9 ;70%,corvina,20%,rondinella,och,10%,oseleta;Kryddig,något,utvecklad,smak,inslag,torkade,körsbär,vanilj,jordgubbar,kanel ;Kryddig,något,utvecklad,doft,inslag,torkade,körsbär,kanel,jordgubbar,vanilj
5329;Delitia;Recioto della Valpolicella Classico;99;375;2006-10-02;Rott vin, Sott;Flaska;Naturkork;Venetien, Valpolicella, Recioto della Valpolicella, Recioto della Valpolicella Classico;Italien;Luigi Righetti;janake wine group AB;2011;2011;12.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5331;Picàie;;135;750;2007-02-27;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Veronese;Italien;Cecilia Beretta;Enjoy Wine & Spirits AB;NA;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5333;Cape Heights;Cabernet Merlot Shiraz;59;1000;2009-04-01;Rott vin, Mjukt & Barigt;Papp;;Western Cape;Sydafrika;Boutinot South Africa;Mondo Wine Sweden AB;2013;2013;14%;FS;0;70% cabernet sauvignon, 20% merlot och 10% shiraz.;5 ;5 ;9 ;70%,cabernet,sauvignon,20%,merlot,och,10%,shiraz;Bärig,smak,inslag,svarta,vinbär,blåbär,lakrits,gräs ;Bärig,doft,inslag,svarta,vinbär,blåbär,örter
5337;Barbaresco;;169;750;2009-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Piemonte, Barbaresco;Italien;Livio Pavese;BGS Wine Import;2009;2009;14%;FS;0;Nebbiolo.;9 ;9 ;9 ;Nebbiolo;Kryddig,nyanserad,smak,inslag,torkad,frukt,körsbär,lakrits,tobak,salvia,kanel ;Kryddig,något,animalisk,doft,inslag,torkade,körsbär,nypon,tobak,lakrits,rosor
5352;Castelforte;Ripasso;84;750;2011-04-27;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella;Italien;Cantine Riondo;Winepartners Nordic AB;2012;2012;14%;FS;0;70% corvina, 20% rondinella, 5% molinara samt 5% ovriga druvsorter.;8 ;8 ;9 ;70%,corvina,20%,rondinella,molinara,samt,övriga,druvsorter;Kryddig,smak,inslag,korinter,körsbärspraliner,kanel ;Kryddig,doft,inslag,körsbär,korinter,mintchoklad,tobak
5352;Castelforte;Ripasso;159;1500;2012-07-02;Rott vin, Kryddigt & Mustigt;Magnum;Naturkork;Venetien, Valpolicella;Italien;Cantine Riondo;Winepartners Nordic AB;2012;2012;13.5%;FS;0;Corvina, rondinella, molinara och negrara.;8 ;8 ;9 ;70%,corvina,20%,rondinella,molinara,samt,övriga,druvsorter;Kryddig,smak,inslag,korinter,körsbärspraliner,kanel ;Kryddig,doft,inslag,körsbär,korinter,mintchoklad,tobak
5353;Pasqua Ripasso;Valpolicella;95;750;2011-05-05;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella, Valpolicella Superiore;Italien;Pasqua;Enjoy Wine & Spirits AB;2011;2011;13.5%;FS;0;60% corvina, 20% rondinella, 10% corvinone och 10% negrara.;8 ;7 ;9 ;60%,corvina,20%,rondinella,10%,corvinone,och,10%,negrara;Bärig,kryddig,smak,inslag,körsbär,blåbär,lakrits,örter ;Kryddig,bärig,doft,inslag,körsbär,blåbär,örter,vanilj
5354;Tommasi Graticcio Appassionato;;89;750;2011-05-30;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;;Italien;Tommasi Viticoltori;Hermansson & Co AB;2012;2012;13%;FS;0;Corvina veronese, rondinella och oseleta.;8 ;7 ;9 ;Corvina,veronese,rondinella,och,oseleta;Kryddig,aningen,utvecklad,smak,inslag,mörka,körsbär,örter,russin,kakao ;Kryddig,aningen,utvecklad,doft,inslag,torkade,körsbär,salvia,russin,mörk,choklad,kanel
5354;Tommasi Graticcio Appassionato;;55;375;2013-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;;Italien;Tommasi Viticoltori;Hermansson & Co AB;2012;2012;13%;FS;0;Corvina veronese, rondinella och oseleta.;8 ;7 ;9 ;Corvina,veronese,rondinella,och,oseleta;Kryddig,aningen,utvecklad,smak,inslag,mörka,körsbär,örter,russin,kakao ;Kryddig,aningen,utvecklad,doft,inslag,torkade,körsbär,salvia,russin,mörk,choklad,kanel
5354;Tommasi Graticcio Appassionato;;285;3000;2012-12-07;Rott vin, Kryddigt & Mustigt;Box;Vingtapp;;Italien;Tommasi Viticoltori;Hermansson & Co AB;2012;2012;13%;FS;0;Corvina veronese, rondinella och oseleta.;8 ;7 ;9 ;Corvina,veronese,rondinella,och,oseleta;Kryddig,aningen,utvecklad,smak,inslag,mörka,körsbär,örter,russin,kakao ;Kryddig,aningen,utvecklad,doft,inslag,torkade,körsbär,salvia,russin,mörk,choklad,kanel
5357;Cautivo;Reserva;95;750;2011-10-01;Rott vin;Flaska;Naturkork;Rioja;Spanien;Bodegas Heredad de Baroja;Stockholm Wine Importers AB;2008;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5358;Soprasasso;Valpolicella Ripasso;99;750;2011-06-22;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella;Italien;MGM Mondo del Vino;Mondo Wine Sweden AB;2012;2012;13.5%;FS;0;;7 ;6 ;9 ;Ingen anged;Kryddig,smak,inslag,körsbär,färska,örter,lakrits ;Kryddig,doft,inslag,körsbär,mandel,mjölkchoklad,örter
5361;Bourgogne Cuvée Prestige;Francois Martenot Pinot Noir;99;750;2011-10-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne;Frankrike;Francois Martenot;Apricot AB;2012;2012;12.5%;FS;0;Pinot noir.;5 ;5 ;9 ;Pinot,noir;Bärig,kryddig,smak,inslag,hallon,muskot,kanel,jordgubbar,lingon ;Kryddig,doft,inslag,hallon,jordgubbar,muskot,kanel
5366;Mauro;Ripasso;89;750;2012-05-04;Rott vin;Flaska;Naturkork;Venetien, Valpolicella;Italien;Oenoforos;Oenoforos AB;2011;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5367;Allegrini;Belpasso;89;750;2012-04-18;Rott vin;Flaska;Naturkork;;Italien;Allegrini;The WineAgency Sweden AB;2011;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5395;Gevrey-Chambertin La Justice;Domaine René Bouvier;349;750;2014-09-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Bourgogne, Côte de Nuits, Gevrey-Chambertin;Frankrike;Domaine René Bouvier;Fondberg;2012;2012;13%;FSN;0;Pinot noir.;7 ;6 ;10;Pinot,noir;Nyanserad,kryddig,smak,karaktär,rostade,ekfat,inslag,jordgubbar,kaffe,peppar,choklad,körsbär,sandelträ ;Nyanserad,kryddig,doft,karaktär,rostade,ekfat,inslag,jordgubbar,kaffe,choklad,mörka,sandelträ
5397;L. A. Cetto;Petite Sirah;95;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Baja California;Mexiko;Vinicola LA Cetto;Liquorama AB;2012;2012;13.5%;FSN;0;Petite sirah.;8 ;8 ;9 ;Petite,sirah;Ungdomlig,fruktig,aningen,rökig,smak,inslag,björnbär,svarta,vinbär,viol,örter,lakrits ;Ungdomlig,fruktig,aningen,rökig,doft,inslag,björnbär,körsbär,mynta,viol,lakrits
5408;Beaujolais Royal;;69;750;1955-01-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne, Beaujolais;Frankrike;Dufouleur Frères;Arvid Nordquist Vin och Sprithandel;NA;NA;12.5%;FS;0;Gamay;3 ;3 ;9 ;Gamay;Bärig,örtig,smak,inslag,jordgubbar,hallon ;Bärig,örtig,doft,inslag,jordgubbar,hallon
5408;Beaujolais Royal;;42;375;1955-01-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne, Beaujolais;Frankrike;Dufouleur Frères;Arvid Nordquist Vin och Sprithandel;NA;NA;12.5%;FS;0;Gamay;3 ;3 ;9 ;Gamay;Bärig,örtig,smak,inslag,jordgubbar,hallon ;Bärig,örtig,doft,inslag,jordgubbar,hallon
5421;La Vignée;Pinot Noir;114;750;1955-09-01;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Bourgogne;Frankrike;Bouchard Père & Fils;Bibendum;2013;2013;12%;FS;0;Pinot noir.;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5421;La Vignée;Pinot Noir;69;375;2009-10-01;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Bourgogne;Frankrike;Bouchard Père & Fils;Bibendum;2013;2013;12.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5447;Bourgogne;Cuvée Margot;149;750;2004-05-03;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Bourgogne;Frankrike;Olivier Leflaive;Johan Lidby Vinhandel AB;2012;2012;12.5%;FS;0;Pinot noir.;5 ;5 ;10;Pinot,noir;Bärig,smak,inslag,körsbär,lingon,kryddor,muskot ;Nyanserad,bärig,doft,inslag,körsbär,blåbär,kryddor,muskot
5460;Bourgogne Hautes Côtes de Nuits;Les Dames de Vergy;139;750;2007-04-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Bourgogne, Côte de Nuits, Hautes-Côtes de Nuits;Frankrike;Domaine Guyon;Prime Wine Sweden AB;2012;2012;12.5%;FS;0;Pinot noir.;5 ;5 ;10;Pinot,noir;Kryddig,nyanserad,smak,inslag,lingon,muskot,skogshallon ;Kryddig,nyanserad,doft,inslag,skogshallon,muskot,blåbär,örter
5461;Mont-Redon;Réserve Rouge;105;750;2010-11-29;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Rhonedalen, Côtes du Rhône;Frankrike;Château Mont-Redon;Ward Wines AB;2013;2013;13.5%;FS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5461;Mont-Redon;Réserve;59;375;2013-09-02;Rott vin;Flaska;;Rhonedalen, Côtes du Rhône;Frankrike;Château Mont-Redon;Ward Wines AB;2013;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5470;Bourgogne;Vieilles Vignes de Pinot Noir Albert Bichot;109;750;2012-04-02;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne;Frankrike;Albert Bichot;Nigab;2012;2012;12.5%;FS;0;Pinot noir.;5 ;5 ;9 ;Pinot,noir;Kryddig,smak,inslag,hallon,lingon,muskot,örter ;Kryddig,doft,inslag,hallon,lingon,muskot,örter
5471;Bourgogne Rouge;Cuvée Saint-Nicolas Patriarche;179;750;2012-04-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Bourgogne;Frankrike;Patriarche Père & Fils;Stockholm WineLab AB;2010;2010;12.5%;FS;0;Pinot noir.;6 ;6 ;10;Pinot,noir;Nyanserad,kryddig,smak,fatkaraktär,inslag,jordgubbar,plommon,lingon,choklad,vanilj ;Nyanserad,kryddig,doft,fatkaraktär,inslag,jordgubbar,plommon,choklad,sandelträ,muskot
5473;Vosne-Romanée;Domaine Manuel Olivier;309;750;2013-06-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Bourgogne, Côte de Nuits, Vosne-Romanée;Frankrike;Domaine Manuel Olivier;Carovin AB;2011;2011;13%;FS;0;Pinot noir.;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
5474;Coteaux Bourguignons;Antonin Rodet;79;750;2013-09-02;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne, Coteaux Bourguignons;Frankrike;Antonin Rodet;Winemarket Nordic AB;2013;2013;12.5%;FS;0;70% gamay och 30% pinot noir.;5 ;4 ;9 ;70%,gamay,och,30%,pinot,noir;Bärig,något,kryddig,smak,inslag,körsbär,hallon,lakrits,örter ;Bärig,något,kryddig,doft,inslag,hallon,körsbär,lakrits,örter,vanilj
5475;Bourgogne Rouge;Pinot Noir Labouré-Roi;99;750;1991-11-04;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Bourgogne;Frankrike;Labouré-Roi;Fondberg;2013;2013;12%;FS;0;Pinot noir.;5 ;5 ;9 ;Pinot,noir;Bärig,något,kryddig,smak,inslag,hallon,lingon,jordgubbar,lakrits ;Bärig,något,kryddig,doft,inslag,hallon,blåbär,jordgubbar,lakrits
5475;Bourgogne Rouge;Pinot Noir;57;375;1991-11-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Bourgogne;Frankrike;Labouré-Roi;Fondberg;2013;2013;12.5%;FS;0;Pinot noir.;5 ;5 ;9 ;Pinot,noir;Bärig,något,kryddig,smak,inslag,hallon,lingon,jordgubbar,lakrits ;Bärig,något,kryddig,doft,inslag,hallon,blåbär,jordgubbar,lakrits
5476;Santenay;Albert Bichot;159;750;2013-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Bourgogne, Côte de Beaune, Santenay;Frankrike;Albert Bichot;Nigab;2011;2011;13%;FS;0;Pinot noir.;6 ;6 ;10;Pinot,noir;Nyanserad,smak,inslag,skogshallon,lingon,färska,örter,kanel ;Nyanserad,kryddig,doft,inslag,jordgubbar,skogshallon,lakrits,kanel
5477;Attitude;Cabernet Sauvignon Merlot;57;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Dobrogea, Colinele Dobrogei;Rumanien;Carl Reh Winery;Altia Sweden AB;2013;2013;14%;FSN;0;Merlot och cabernet sauvignon.;7 ;7 ;9 ;Merlot,och,cabernet,sauvignon;Fruktig,smak,inslag,mörka,lakrits,peppar ;Fruktig,doft,inslag,svarta,vinbär,björnbär,viol,lakrits
5480;Lamadrid Single Vineyard;Reserva Cabernet Sauvignon;109;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Salta;Argentina;Lamadrid Estate Wines;Sundance Wines AB;2012;2012;14.5%;FSN;0;Cabernet sauvignon.;10;10;9 ;Cabernet,sauvignon;Smakrikt,fruktigt,stramt,tydlig,rostad,fatkaraktär,inslag,svarta,vinbär,körsbär,ceder,kaffe ;Nyanserad,mycket,fruktig,doft,tydlig,rostad,fatkaraktär,inslag,svarta,vinbär,plommon,kaffe
5481;Beaujolais Nouveau;Pierre Ferraud et Fils;79;750;2014-11-20;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Bourgogne, Beaujolais;Frankrike;Pierre Ferraud et Fils;Terrific Wines AB;2014;2014;12.5%;TSS;0;Gamay.;3 ;3 ;9 ;Gamay;Ungdomlig,bärig,smak,inslag,hallon,körsbär,blåbär,färska,örter ;Ungdomlig,bärig,doft,inslag,hallon,skogsbär,färska,örter
5563;Morgon;Victor Berard;117;750;2014-12-01;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Bourgogne, Beaujolais, Beaujolais Cru, Morgon;Frankrike;Victor Berard;Fondberg;2013;2013;12.5%;FSN;0;Gamay.;5 ;5 ;10;Gamay;Bärig,nyanserad,smak,inslag,skogshallon,blåbär,örter,lingon ;Bärig,nyanserad,doft,inslag,skogshallon,blåbär,örter,körsbär
5568;Matua;Syrah;119;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Hawke's Bay;Nya Zeeland;Matua Valley Wines;Treasury Wine Estates Sweden AB;2013;2013;13.5%;FSN;0;Syrah.;9 ;9 ;9 ;Syrah;Nyanserad,smak,fatkaraktär,inslag,björnbär,plommon,eneträ,choklad,vitpeppar,örter ;Nyanserad,druvtypisk,doft,fatkaraktär,inslag,björnbär,plommon,eneträ,vitpeppar,örter
5578;Atalon;Cabernet Sauvignon;199;750;2014-12-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Kalifornien, North Coast, Napa Valley;USA;Jackson Family Wines;Fondberg;2011;2011;13.5%;FSN;0;Cabernet sauvignon.;9 ;10;10;Cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,ceder,choklad,kanel,basilika ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,ceder,choklad,salvia,vanilj
6000;Pérez Cruz;Reserva Cabernet Sauvignon;85;750;2011-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Maipo;Chile;Pérez Cruz;Terrific Wines AB;2012;2012;13.5%;FS;0;92% cabernet sauvignon, 4% merlot, 2% carmenére och 2% syrah.;8 ;7 ;9 ;92%,cabernet,sauvignon,merlot,carmenére,och,syrah;Fruktig,smak,inslag,svarta,vinbär,blåbär,mynta,viol,lakrits ;Nyanserad,fruktig,doft,inslag,svarta,vinbär,mynta,viol,lakrits
