nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning
247801,434053,2478,Zecci,Classico,109.000,,750,145.33,2010-03-24,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,"Marche, Verdicchio dei Castelli di Jesi",Italien,Piersanti,The Wine Team,2012,2012,14%,FS,0,0,Verdicchio.
247901,812454,2479,Château L'Ermitage,,121.000,,750,161.33,2014-03-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-Médoc, Listrac-Médoc",Frankrike,Vignobles Thomas,Pernod Ricard Sweden AB,2011,2011,13.5%,FS,0,0,"50% merlot, 40% cabernet sauvignon och 10% petit verdot."
248001,697035,2480,Hunter's,Riesling,124.000,,750,165.33,2012-11-23,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Hunter's Wines,Hjo Grosshandel AB,2013,,12.5%,BS,0,0,
25002,256878,250,Pére Magloire Calvados,12 Years,359.000,,500,718,2007-10-01,,Calvados,Flaska,Naturkork,"Normandie, Calvados",Frankrike,Debrise Dulac,Nigab,,,40%,FS,0,0,Ciderapplen.
250501,738132,2505,Aventino,200 Barrels,159.000,,750,212,2013-06-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Ribera del Duero,Spanien,Vinnico Export,Enjoy Wine & Spirits AB,2010,2010,14.5%,FS,0,0,Tinto fino (tempranillo).
251701,22520,2517,Yarden,Chardonnay,136.000,,750,181.33,2000-04-03,,"Vitt vin, Fylligt & Smakrikt",Flaska,Naturkork,Golanhojderna,ovriga ursprung,Golan Heights Winery,Amka Vinimport AB,2012,2012,14%,FS,0,1,Chardonnay.
251801,34443,2518,Hermon,Mount Hermon Red,116.000,,750,154.67,2002-03-04,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Golanhojderna,ovriga ursprung,Golan Heights Winery,Amka Vinimport AB,2013,2013,14%,FSB,0,1,"Cabernet sauvignon, merlot, cabernet franc, malbec och petit verdot."
251901,718201,2519,Casa de Santar,Reserva,129.000,,750,172,2013-03-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Beiras, Dão",Portugal,Sociedade Agrícola de Santar,BGS Wine Import,2009,,14%,BS,0,0,
252001,840033,2520,Château Leret Monpezat,,149.000,,750,198.67,2014-06-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Frankrike sydvast, Cahors",Frankrike,Jean-Baptiste de Monpezat,Stragas-Gruppen AB,2011,2011,14.5%,FS,0,0,90% malbec och 10% merlot.
25201,14930,252,Calvados du Pays d'Auge,Vénérable,799.000,,700,1141.43,1998-03-16,,Calvados,Flaska,Naturkork,"Normandie, Calvados, Calvados du Pays d'Auge",Frankrike,Roger Groult,Hjo Grosshandel AB,,,41%,FSB,0,0,
252101,760696,2521,Aliança Reserva,,79.000,,750,105.33,2013-09-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Beiras, Dão",Portugal,Caves Aliança,Vinunic AB,2011,2011,14%,FS,0,0,"60% tinta roriz, 30% touriga nacional och 10% jaen."
252301,338407,2523,Rocca di Montemassi,Le Focaie,89.000,,750,118.67,2008-10-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Maremma Toscana",Italien,Tenuta Rocca di Montemassi,Pernod Ricard Sweden AB,,,13.5%,BS,0,0,
252408,551005,2524,Portal da Águia,Rosé,169.000,,3000,56.33,2011-04-01,,Rosévin,Box,Vingtapp,Tejo,Portugal,Quinta da Alorna,The Wine Team,2013,,12.5%,BS,0,0,
252501,1825,2525,Baron de Ley,Reserva,108.000,,750,144,1994-02-14,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Baron de Ley,Enjoy Wine & Spirits AB,2009,2009,13.5%,FS,0,0,Tempranillo.
253301,673641,2533,NBNC,,69.000,,750,92,2012-10-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Lisboa,Portugal,Abreu & Sobreiro,Arvid Nordquist Vin och Sprithandel,2012,2012,13%,FS,0,0,"70% aragonês, 20% castelão och 10% touriga nacional."
25401,14936,254,Piratens Besk,,219.000,,700,312.86,1998-04-06,,Kryddad sprit,Flaska,Skruvkapsyl,"Skane lan, Malmo stad",Sverige,Saturnus,Saturnus,,,32%,FS,0,0,
254801,650081,2548,Baron de Ley,Gran Reserva,185.000,,750,246.67,2012-03-05,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Baron de Ley,Enjoy Wine & Spirits AB,2007,2007,13.5%,FS,0,0,Tempranillo.
254901,760625,2549,Catralvos,,102.000,,750,136,2013-09-02,,Rott vin,Flaska,Naturkork,"Terras do Sado, Palmela",Portugal,Horácio Simões,Sundance Wines AB,2010,2010,13.5%,FS,0,0,"85% castelão, 10% aragonez och 5% syrah."
255001,338436,2550,Montepasso,,79.000,,750,105.33,2008-10-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Marche, Rosso Conero",Italien,Moncaro,Selezione Barbro Guaccero,,,13.5%,BS,0,0,
255101,772359,2551,Mayu,Reserva Syrah,89.000,,750,118.67,2013-12-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Coquimbo, Valle del Elqui",Chile,Viña Mayu,WineWorld AB,2011,2011,14%,FS,0,0,Syrah.
255401,1851,2554,La Salle,Muscat Viognier Chenin Blanc,69.000,,750,92,1955-09-01,,"Vitt vin, Sott",Flaska,Skruvkapsyl,Kalifornien,USA,O'Niell,Bibendum,,,12%,FS,0,0,"Muskat, viognier och chenin blanc."
255708,629185,2557,Ramos,Classic White,169.000,,3000,56.33,2012-04-02,,"Vitt vin, Friskt & Fruktigt",Box,Vingtapp,Tejo,Portugal,Falua Sociedade de Vinhos,Hermansson & Co AB,,,12.5%,BS,0,0,
255801,690719,2558,Meandro,,139.000,,750,185.33,2012-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Douro,Portugal,Quinta do Vale Meão,Vinovativa AB,,,14.5%,BS,0,0,
255901,339624,2559,Duorum,,99.000,,750,132,2008-10-01,,Rott vin,Flaska,Naturkork,Douro,Portugal,Duorum Vinhos,Hermansson & Co AB,2013,,13.5%,BS,0,0,
256001,299065,2560,Periquita,Reserva,85.000,,750,113.33,2008-04-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Península de Setúbal,Portugal,José Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"56% castelão, 32% touriga naçional och 12% touriga francesa."
256008,442730,2560,Periquita,Reserva,265.000,,3000,88.33,2010-03-01,,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,Península de Setúbal,Portugal,José Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"56% castelão, 32% touriga naçional och 12% touriga francesa."
25602,586262,256,Calvados La Ribaude,Hors d'Age 8 Years,238.000,,350,680,2011-10-01,,Calvados,Flaska,,"Normandie, Calvados, Calvados du Pays d'Auge",Frankrike,Distillerie du Houley,Riktig Cider,,,42%,FS,0,0,Ciderapplen.
256201,634074,2562,Tinto da Ânfora,,59.000,,750,78.67,2012-04-02,,Rott vin,Flaska,Naturkork,"Alentejo, Alentejano",Portugal,Bacalhôa Vinhos de Portugal,Nigab,2009,,14%,BS,0,0,
256501,368246,2565,Cigarra,Shiraz Tinta Barroca,65.000,,750,86.67,2009-04-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Lisboa,Portugal,Casa Santos Lima,Giertz Vinimport AB,2012,2012,13%,FS,0,0,60% shiraz och 40% tinta barocca.
256601,217790,2566,Gazela,,52.000,,750,69.33,2006-10-02,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,"Minho, Vinho Verde",Portugal,Sogrape,Edrington Sweden AB,,,8.5%,FS,0,0,"Azal, loureiro, pedernã (arinto) och trajadura."
256701,760219,2567,Siro,Fifty,105.000,,750,140,2013-09-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Toscana,Italien,Fattoria di Gratena,Moestue Grape Selections AB,2013,2013,14%,FS,1,0,50% sangiovese och 50% gratena nero.
256801,441650,2568,Native,Touriga Nacional Cabernet Sauvignon,59.000,,750,78.67,2010-10-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Tejo,Portugal,Fiuza & Bright,Sigva AB,2013,2013,13%,FS,0,0,Touriga nacional och cabernet sauvignon.
257101,1865,2571,Mateus,Rosé,62.000,,750,82.67,1955-01-01,,Rosévin,Flaska,Skruvkapsyl,,Portugal,Sogrape,Edrington Sweden AB,,,11%,FS,0,0,
257102,1866,2571,Mateus,Rosé,32.000,,375,85.33,1990-08-01,,Rosévin,Flaska,Skruvkapsyl,,Portugal,Sogrape,Edrington Sweden AB,,,11%,FS,0,0,
257301,1869,2573,Marqués de Riscal,Reserva,135.000,,750,180,1992-11-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqués de Riscal,Nigab,2009,2009,14%,FS,0,0,"80% tempranillo, 10% mazuelo och 10% graciano."
257401,1870,2574,Periquita,Original,69.000,,750,92,1979-03-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Península de Setúbal,Portugal,José Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"Castelão, trincadeira och aragonez."
257406,4611,2574,Periquita,Original,135.000,,1500,90,1955-10-01,,"Rott vin, Kryddigt & Mustigt",Magnum,,Península de Setúbal,Portugal,José Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"Castelão, trincadeira och aragonez."
257408,45435,2574,Periquita,Original,225.000,,3000,75,2004-03-01,,Rott vin,Box,Vingtapp,Península de Setúbal,Portugal,José Maria da Fonseca,The WineAgency Sweden AB,2011,,13%,BS,0,0,
257501,732804,2575,Crasto Superior,,141.000,,750,188,2013-09-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Douro,Portugal,Quinta do Crasto,Vinobele AB,2012,2012,14.5%,FS,0,0,"Touriga nacional, touriga franca, tinta roriz och sousào."
259001,598914,2590,M de Minuty,Rosé,105.000,,750,140,2011-08-03,,Rosévin,Flaska,Naturkork,"Provence, Côtes de Provence",Frankrike,Château Minuty,Ward Wines AB,2013,2013,13%,FS,0,0,
259002,691849,2590,M de Minuty,Rosé,59.000,,375,157.33,2012-10-01,,Rosévin,Flaska,Naturkork,"Provence, Côtes de Provence",Frankrike,Château Minuty,Ward Wines AB,2013,,13%,BS,0,0,
259006,691836,2590,M de Minuty,Rosé,239.000,,1500,159.33,2012-10-01,,Rosévin,Magnum,Naturkork,"Provence, Côtes de Provence",Frankrike,Château Minuty,Ward Wines AB,2013,2013,13%,BS,0,0,
259601,1890,2596,Casal Garcia,Vinho Verde,53.000,,750,70.67,1973-04-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,"Minho, Vinho Verde",Portugal,Aveleda,Spendrups Bryggeri AB,,,8.5%,FS,0,0,
259701,732731,2597,Campogiovanni,Rosso di Montalcino,121.000,,750,161.33,2013-06-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Rosso di Montalcino",Italien,San Felice,Bibendum,2012,2012,14%,FS,0,0,Sangiovese.
2600101,17697,26001,Ravenswood,Vintners Blend Zinfandel,99.000,,750,132,1999-04-06,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Ravenswood,Bibendum,2012,2012,13.5%,FS,0,0,Zinfandel.
2602,12906,26,Herrgards Aquavit,,199.000,,500,398,1997-03-03,,Kryddad sprit,Flaska,,,Internationellt marke,Altia,Altia Sweden AB,,,40%,FS,0,0,
260901,661332,2609,Viña Ardanza,Reserva,199.000,,750,265.33,2012-04-25,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,La Rioja Alta,Winepartners Nordic AB,2004,,13.5%,BS,0,0,
261201,171422,2612,Marqués de Murrieta,Reserva,139.000,,750,185.33,2005-08-22,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqués de Murrieta,Ward Wines AB,2008,2008,14%,FS,0,0,"86% tempranillo, 8% garnacha tinta, 4% mazuelo och 2% graciano."
261908,52741,2619,Leva,Chardonnay Dimiat & Muscat,169.000,,3000,56.33,2005-04-01,,"Vitt vin, Friskt & Fruktigt",Box,Vingtapp,"Sub-Balkan, Rozova Dolina",Bulgarien,Vinex Slavyantsi,Giertz Vinimport AB,2013,2013,13%,FS,0,0,"70% chardonnay, 15% dimiat och 15% muscat."
262001,1913,2620,La Revedere,Merlot,59.000,,750,78.67,1955-01-01,,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Dobrogea, Colinele Dobrogei",Rumanien,Altia,Altia Sweden AB,2013,2013,13%,FS,0,0,
26202,15548,262,Gammal Norrlands,,199.000,,500,398,1998-05-01,,Kryddad sprit,Flaska,Skruvkapsyl,,Internationellt marke,Altia,Altia Sweden AB,,,40%,FS,0,0,
262501,1919,2625,La Revedere,Feteasca Regala,55.000,,750,73.33,1983-12-01,,"Vitt vin, Latt & Avrundat",Flaska,Skruvkapsyl,,Rumanien,Altia,Altia Sweden AB,,,12.5%,FS,0,0,Feteasca regala.
2631901,45165,26319,Rosemount,Diamond Blends Shiraz Cabernet,69.000,,750,92,2004-02-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Rosemount Estate,Treasury Wine Estates Sweden AB,2012,2012,13%,FS,0,0,55 % shiraz och 45 % cabernet sauvignon
263901,1935,2639,Trimbach,Riesling,125.000,,750,166.67,1990-08-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Naturkork,Alsace,Frankrike,Trimbach,Ward Wines AB,2012,2012,13%,FS,0,0,Riesling.
264301,1938,2643,Montecillo,Crianza,72.000,,750,96,1989-04-03,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Montecillo,Mondo Wine Sweden AB,2010,2010,13.5%,FS,0,0,Tempranillo.
264501,834147,2645,Vidigal,Vinho Verde,57.000,,750,76,2014-09-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,"Minho, Vinho Verde",Portugal,Caves Vidigal,Red & White Wine Sweden AB,2013,2013,9.5%,FSN,0,0,.*
2650701,16590,26507,Woodbridge,Zinfandel by Robert Mondavi Zinfandel,89.000,,750,118.67,1999-01-04,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Robert Mondavi,Bibendum,2012,2012,13.5%,FS,0,0,Zinfandel.
2655401,37038,26554,Ecologica El Condor,Cabernet Sauvignon Shiraz,64.000,,750,85.33,2002-11-04,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Valle Central,Chile,Ecologica - The Organic Wine Company,Giertz Vinimport AB,2013,2013,13.5%,FS,1,0,60% cabernet sauvignon och 40% shiraz.
265901,7995,2659,Coto de Imaz,Reserva,99.000,,750,132,1995-08-07,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,El Coto de Rioja,Spendrups Bryggeri AB,2008,2008,13.5%,FS,0,0,Tempranillo
266001,735299,2660,Leva,Cabernet Shiraz Rosé,59.000,,750,78.67,2013-06-01,,Rosévin,Flaska,Skruvkapsyl,Trakien,Bulgarien,Sortoizpitvane Sungurlare,Giertz Vinimport AB,2013,2013,13%,FS,0,0,60% cabernet sauvignon och 40% shiraz.
26602,15552,266,Nykopings Brannvin,,199.000,,500,398,1998-05-01,,Kryddad sprit,Flaska,,,Internationellt marke,Altia,Altia Sweden AB,,,38%,FS,0,0,
266101,712079,2661,Domaine Boyar,Pinot Noir,59.000,,750,78.67,2013-03-01,,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,Trakien,Bulgarien,Domaine Boyar,Pernod Ricard Sweden AB,2012,,13%,BS,0,0,
266201,779854,2662,Ch Malavieille Alliance,,119.000,,750,158.67,2013-12-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Languedoc-Roussillon, Coteaux du Languedoc, Terrasses du Larzac",Frankrike,Domaine de Malavieille,People Wine AB,2012,2012,14%,FS,1,0,80% syrah och 20% grenache.
266401,834225,2664,Falco da Raza,Rosé,69.000,,750,92,2014-06-02,,Rosévin,Flaska,Skruvkapsyl,"Minho, Vinho Verde",Portugal,Quinta da Raza,Lowther & Lowther AB,2013,2013,9.5%,FS,0,0,"40% vinhão, 20% padeiro, 20% amaral och 20% espadeiro."
267001,1965,2670,René Barbier,Viña Augusta,65.000,,750,86.67,1991-05-06,,"Vitt vin, Latt & Avrundat",Flaska,Skruvkapsyl,Catalunya,Spanien,René Barbier,Freixenet Nordic AB,2012,2012,11%,FS,0,0,"40% macabeo, 30% Xarel-lo och 30% Parellada."
267002,1966,2670,René Barbier,Viña Augusta,40.000,,375,106.67,1991-05-01,,"Vitt vin, Latt & Avrundat",Flaska,Naturkork,Catalunya,Spanien,René Barbier,Freixenet Nordic AB,2012,2012,11%,FS,0,0,"40% macabeo, 30% Xarel-lo och 30% Parellada."
267801,1975,2678,Faustino I,Gran Reserva,159.000,,750,212,1991-09-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Faustino Martínez,Bibendum,2001,2001,13.5%,FS,0,0,Tempranillo.
268001,860934,2680,Manifesto,Nero d'Avola,72.000,,750,96,2014-09-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Sicilien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FSN,1,0,85% nero d'avola och 15% cabernet sauvignon.
26804,15578,268,Skargardssnapsar,,219.000,,500,438,1998-06-08,,Kryddad sprit,10 fl à 50 ml,,"Skane lan, Malmo stad",Sverige,Saturnus,Saturnus,,,36.2%,FS,0,0,"Branno (johannesort), Gubben (sot bitter), Kallsupen (kummin och dill), Piratens Besk (malort), Sandhamn (pors), Vinga (kummin), Uto (citron och flader), Skanor (kummin, anis och fankal) och Seglarsnaps (kummin, anis och fankal)."
268501,1982,2685,Señorío de los Llanos,Reserva,62.000,,750,82.67,1993-04-26,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Valdepeñas,Spanien,Bodegas Vinartis,Prime Wine Sweden AB,2009,2009,13%,FS,0,0,Tempranillo.
268601,1983,2686,Torres Gran Sangre de Toro,Reserva,86.000,,750,114.67,1990-10-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Catalunya,Spanien,Miguel Torres,Miguel Torres,2010,2010,14%,FS,0,0,"Garnacha, cariñena och syrah."
268602,14818,2686,Torres Gran Sangre de Toro,Reserva,46.000,,375,122.67,1998-02-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Catalunya,Spanien,Miguel Torres,Miguel Torres,2010,2010,14%,FS,0,0,"60% garnacha, 25% mazuelo och 15% syrah."
269001,635382,2690,Kung Fu Girl,Riesling,119.000,,750,158.67,2012-02-06,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Washington State,USA,Charles Smith Wines,Handpicked Wines Sweden AB,2013,2013,12%,FS,0,0,Riesling.
269301,686849,2693,Slayer,Reign in Blood Red Cabernet Sauvignon,121.000,,750,161.33,2012-07-31,,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,Kalifornien,USA,,Brands For Fans Sweden AB,2011,,12.5%,BS,0,0,
269401,639393,2694,Langhe Rosso,Il Cascinone,99.000,,750,132,2012-10-01,,Rott vin,Flaska,Naturkork,"Piemonte, Langhe",Italien,Araldica Vini Piemontesi,Nigab,2008,,14.5%,BS,0,0,
269601,272120,2696,Orballo,Albariño,89.000,,750,118.67,2007-10-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Rías Baixas,Spanien,Bodegas La Val,Apricot AB,2013,2013,12.5%,FS,0,0,Albariño.
269901,865632,2699,Côtes-du-Rhône-Villages Cairanne,Domaine Berthet-Rayne,99.000,,750,132,2014-12-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, Côtes du Rhône",Frankrike,Domaine Berthet-Rayne,Domaine Wines Sweden AB,2012,2012,14%,FSN,1,0,Huvudsakligen grenache.
2700001,44911,27000,Chill Out Lakes,Shiraz,63.000,,750,84,2004-03-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Altia,Altia Sweden AB,2012,2012,13.5%,FS,0,0,Shiraz.
270001,616786,2700,Chianti,del Barone Ricasoli,89.000,,750,118.67,2011-11-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Chianti",Italien,Barone Ricasoli,WineWorld AB,2013,2013,13%,FS,0,0,Huvudakligen sangiovese och ovriga druvsorter.
2700308,50253,27003,Foot of Africa,Chenin Blanc,169.000,,3000,56.33,2004-10-04,,"Vitt vin, Friskt & Fruktigt",Box,Vridtapp,Western Cape,Sydafrika,Kleine Zalze,Winemarket Nordic AB,2014,2014,13%,FS,0,0,Chenin blanc.
2700401,50194,27004,Foot of Africa,Chenin Blanc,66.000,,750,88,2004-11-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Kleine Zalze,Winemarket Nordic AB,2014,2014,14%,FS,0,0,Chenin blanc.
270101,697283,2701,Mulderbosch,Chenin Blanc Steen op Hout,79.000,,750,105.33,2012-10-08,,"Vitt vin, Fylligt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Mulderbosch Vineyards,Vinunic AB,2013,2013,13%,FS,0,0,Chenin blanc.
270301,742980,2703,Cabriz,Rosé,69.000,,750,92,2013-06-01,,Rosévin,Flaska,Skruvkapsyl,"Beiras, Dão",Portugal,Dão Sul,Multibev AB,2012,,12.5%,BS,0,0,
270401,854301,2704,Macià Batle,Crianza,99.000,,750,132,2014-09-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Balearerna, Mallorca, Binissalem",Spanien,Macià Batle,Sigva AB,2011,2011,14%,FSN,0,0,"Merlot, cabernet sauvignon, syrah och mantoniegro."
270501,165264,2705,Brolio,,119.000,,750,158.67,2005-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2012,2012,13%,FS,0,0,Sangiovese.
270502,223331,2705,Brolio,,69.000,,375,184,2006-10-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2012,2012,14%,FS,0,0,Sangiovese.
270601,8416,2706,Viña Albali,Crianza,59.000,,750,78.67,1995-06-17,,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Valdepeñas,Spanien,Felix Solis,Martin & Servera Aktiebolag,,,13%,BS,0,0,
270701,855677,2707,Aventino Old Vines,Mencía,99.000,,750,132,2014-09-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Bierzo,Spanien,Hemmeken Cellars,Enjoy Wine & Spirits AB,2011,2011,14.5%,FSN,0,0,Mencía.
270801,170357,2708,Azabache,Crianza,79.000,,750,105.33,2005-08-15,,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Rioja,Spanien,Viñedos de Aldeanueva,Chris-Wine AB,2011,2011,14%,FS,1,0,"60% tempranillo, 30% garnacha och 10% graciano."
271001,2005,2710,Marqués de Arienzo,Reserva,98.000,,750,130.67,1991-04-15,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqués de Riscal,Nigab,2010,2010,14%,FS,0,0,"Tempranillo, graciano och mazuelo."
271002,2006,2710,Marqués de Arienzo,Reserva,55.000,,375,146.67,1990-09-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqués de Riscal,Nigab,2010,2010,13.5%,FS,0,0,Tempranillo.
271006,4602,2710,Marqués de Arienzo,Reserva,199.000,,1500,132.67,1990-09-01,,"Rott vin, Kryddigt & Mustigt",Magnum,,Rioja,Spanien,Marqués de Riscal,Nigab,2010,2010,13.5%,FS,0,0,Tempranillo.
271201,165451,2712,Domaine du Pré Baron,Sauvignon Blanc,89.000,,750,118.67,2005-10-01,,Vitt vin,Flaska,Skruvkapsyl,"Loiredalen, Touraine",Frankrike,Domaine Pré Baron,Mondo Wine Sweden AB,2011,,12.5%,BS,0,0,
271601,632413,2716,Montelciego,Reserva,89.000,,750,118.67,2012-04-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Montelciego,The Wine Team,2008,2008,13%,FS,0,0,Tempranillo.
271701,713614,2717,Gratena,,92.000,,750,122.67,2013-03-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Chianti",Italien,Fattoria di Gratena,Moestue Grape Selections AB,2012,2012,13.5%,FS,1,0,Sangiovese.
271801,339649,2718,Campos de Luz,Garnacha,54.000,,750,72,2008-10-01,,"Rott vin, Mjukt & Barigt",Flaska,,Cariñena,Spanien,Bodegas Esteban Martin,Apricot AB,2013,2013,13.5%,FS,0,0,Garnacha.
271806,519350,2718,Campos de Luz,Garnacha,119.000,,1500,79.33,2010-10-01,,"Rott vin, Mjukt & Barigt",Magnum,Plastkork/syntetkork,Cariñena,Spanien,Bodegas Esteban Martin,Apricot AB,2013,2013,13.5%,FS,0,0,Garnacha.
271901,715713,2719,Castaño,Garnacha Syrah Monastrell,58.000,1.000,750,77.33,2013-03-01,,"Rott vin, Fruktigt & Smakrikt",PET-flaska,Skruvkapsyl,Yecla,Spanien,Bodegas Castaño,Fondberg,2011,,14%,BS,0,0,
272001,428960,2720,Petit,,99.000,,750,132,2010-03-24,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Montsant,Spanien,Celler Ronadelles,Sigva AB,2011,,14.5%,BS,0,0,
272101,760183,2721,La Vespa,,119.000,,750,158.67,2013-09-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Monferrato",Italien,Michele Chiarlo,Philipson Soderberg AB,2011,2011,13.5%,FS,0,0,"50% barbera, 30% albarossa och 20% shiraz."
272201,553179,2722,Zecci,Collezione Barolo,169.000,,750,225.33,2011-01-03,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Piemonte, Barolo",Italien,Cantina Terre del Barolo,The Wine Team,2008,,14%,BS,0,0,
272301,246863,2723,Rocca Guicciarda,Riserva,139.000,,750,185.33,2007-04-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2011,2011,13.5%,FS,0,0,Sangiovese.
272302,246880,2723,Rocca Guicciarda,Riserva,79.000,,375,210.67,2007-04-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2011,2011,13.5%,FS,0,0,Sangiovese.
272401,549227,2724,Les Lauzeraies,Tavel,109.000,,750,145.33,2011-04-01,,Rosévin,Flaska,Plastkork/syntetkork,"Rhonedalen, Côtes du Rhône, Tavel",Frankrike,Les Vignerons de Tavel,Terrific Wines AB,,,13.5%,BS,0,0,
