nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
462401,826657,4624,Gemtree,Cinnabar GSM,119,NA,750,158.67,2014-06-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"South Australia, McLaren Vale",Australien,Gemtree Vineyards,Winemarket Nordic AB,2014,2014,15%,FS,1,0,"45% grenache, 40% shiraz och 15% mourv�dre.",9,9,9,mycket fruktig.fatkaraktar.plommon.vanilj.vitpeppar.morka bar.lagerblad,mycket fruktig.fatkaraktar.plommon.choklad.kryddor.morka bar.lagerblad
462501,832714,4625,Domaine de la Roche Trou�e,Rouge,99,NA,750,132,2014-06-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Languedoc-Roussillon, Coteaux du Languedoc, Saint-Chinian, Saint-Chinian Berlou",Frankrike,Union des Vignerons de Berlou,Haugen-Gruppen AB,2012,NA,13.5%,FS,0,0,"45% carignan, 40% syrah och 15% grenache.",8,8,9,nyanserad.kryddig.fruktig.fat.bjornbar.viol.svarta oliver.farska orter.peppar,nyanserad.kryddig.fruktig.fat.bjornbar.viol.svarta oliver.lakrits.mynta
462601,832726,4626,C�te de Nuits-Villages,Louis Max,199,NA,750,265.33,2014-06-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Bourgogne, C�te de Nuits, C�te de Nuits-Villages",Frankrike,Louis Max,Sigva AB,2012,2012,13%,FS,0,0,Pinot noir.,5,5,10,nyanserad.barig.korsbar.orter.skogshallon.lingon.kryddor,nyanserad.barig.fat.korsbar.orter.skogshallon.kryddor
462701,850260,4627,Deetlefs,Cabernet Sauvignon Merlot Shiraz,109,NA,750,145.33,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Deetlefs Wines,Stockholm WineLab AB,2013,2013,14.5%,FSN,0,0,"Cabernet sauvignon, merlot och shiraz.",8,8,9,nyanserad.fruktig.fatkaraktar.svarta vinbar.blabar.mynta.svartpeppar.kakao,nyanserad.fruktig.fatkaraktar.svarta vinbar.blabar.mynta.lakrits.kaffe
462901,857503,4629,Ciconia Syrah,Casa Agricola Alexandre,79,NA,750,105.33,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Alentejo, Alentejano",Portugal,Casa Agricola Alexandre Lda.,BGS Wine Import,2013,2013,14%,FSN,0,0,Shiraz.,9,8,9,fruktig.kryddig.bjornbar.viol.plommon.peppar.enetra,fruktig.kryddig.bjornbar.viol.plommon.lakrits
463001,865606,4630,Vylyan,Pinot Noir,69,NA,750,92,2014-12-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Plastkork/syntetkork,"Vill�ny-Sikl�s, Vill�ny",Ungern,Vylyan Vineyard and Winery,Vin Drumlin AB,2013,2013,13.5%,FSN,0,0,Pinot noir.,6,5,10,kryddig.barig.fat.skogsbar.jordgubbar.muskot.vanilj.orter,kryddig.barig.fat.skogsbar.korsbar.muskot.lakrits.orter
463201,886579,4632,Finca Antigua,Organic Selection,75,NA,750,100,2014-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,La Mancha,Spanien,Finca Antigua,Amka Vinimport AB,2013,2013,14%,FSN,1,0,Tempranillo.,8,8,9,mycket fruktig.fat.morka korsbar.kryddor.blabar.choklad.orter.vanilj,mycket fruktig.fat.morka korsbar.kryddor.plommon.orter.vanilj
500301,20034,5003,Beaujolais-Villages,,79,NA,750,105.33,1999-09-06,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Bourgogne, Beaujolais, Beaujolais-Villages",Frankrike,Georges Duboeuf,Philipson Soderberg AB,2012,2012,12.5%,FS,0,0,Gamay.,5,4,9,ungdomlig.barig.skogshallon.blabar.farska orter,ungdomlig.barig.skogshallon.blabar.farska orter
510601,2962,5106,Morgon,,89,NA,750,118.67,1993-08-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Bourgogne, Beaujolais, Beaujolais Cru, Morgon",Frankrike,Georges Duboeuf,Philipson Soderberg AB,2012,2012,13%,FS,0,0,Gamay.,4,4,10,barig.ungdomlig.skogsbar.muskot.gras,barig.ungdomlig.blabar.hallon.lakrits.orter
512301,2974,5123,Masi Campofiorin,,115,NA,750,153.33,1994-05-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Venetien,Italien,Masi,Philipson Soderberg AB,2010,2010,13%,FS,0,0,"70% corvina, 25% rondinella och 5% molinara.",7,7,10,kryddig.fat.korsbar.korinter.kanel.tranbar.vanilj,kryddig.nyanserad.fat.korsbar.salvia.korinter.svarta oliver.kanel
512302,220779,5123,Masi Campofiorin,,60,NA,375,160,2006-10-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Venetien,Italien,Masi,Philipson Soderberg AB,2010,2010,13%,FS,0,0,"70% corvina, 25% rondinella och 5% molinara.",7,7,10,kryddig.fat.korsbar.korinter.kanel.tranbar.vanilj,kryddig.nyanserad.fat.korsbar.salvia.korinter.svarta oliver.kanel
512306,20299,5123,Masi Campofiorin,,220,NA,1500,146.67,1999-10-04,NA,"Rott vin, Kryddigt & Mustigt",Magnum,Naturkork,Venetien,Italien,Masi,Philipson Soderberg AB,2010,2010,13%,FS,0,0,"70% corvina, 25% rondinella och 5% molinara.",7,7,10,kryddig.fat.korsbar.korinter.kanel.tranbar.vanilj,kryddig.nyanserad.fat.korsbar.salvia.korinter.svarta oliver.kanel
515001,714695,5150,Fleurie Ponci�,Domaine du Vissoux,149,NA,750,198.67,2013-03-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Bourgogne, Beaujolais, Beaujolais Cru, Fleurie",Frankrike,Domaine de Vissoux,Handpicked Wines Sweden AB,2012,2012,12.5%,FS,0,0,Gamay.,5,4,10,nyanserad.barig.skogshallon.korsbar.farska orter,nyanserad.barig.nagot kryddig.skogsbar.farska orter.viol
528301,48209,5283,Couvent des Jacobins,Bourgogne Rouge,125,NA,750,166.67,2004-06-07,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Bourgogne,Frankrike,Louis Jadot,Vinunic AB,2011,2011,12.5%,FS,0,0,Pinot noir.,5,5,10,kryddig.jordgubbar.muskot.lingon,kryddig.jordgubbar.muskot.lingon
532701,206341,5327,Christian Moueix,Saint-Emilion,139,NA,750,185.33,2006-04-18,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Bordeaux, Saint-Emilion",Frankrike,Jean Pierre Moueix,Hjo Grosshandel AB,2010,2010,14%,FS,0,0,Huvudsakligen merlot.,9,8,9,fruktig.nagot stram.fatkaraktar.svarta vinbar.plommon.orter.kakao,fruktig.nyanserad.fatkaraktar.svarta vinbar.korsbar.ceder.choklad
532801,215598,5328,Monti Garbi,Ripasso,105,NA,750,140,2006-10-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella",Italien,Tenuta Sant' Antonio,Johan Lidby Vinhandel AB,2012,2012,14%,FS,0,0,"Corvina, rondinella samt ovriga druvsorter.",8,8,9,kryddig.nagot utvecklad.fat.torkade korsbar.vanilj.jordgubbar.kanel,kryddig.nagot utvecklad.fat.torkade korsbar.kanel.jordgubbar.vanilj
532802,601657,5328,Monti Garbi,Ripasso,59,NA,375,157.33,2011-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella",Italien,Tenuta Sant' Antonio,Johan Lidby Vinhandel AB,2012,2012,14%,FS,0,0,"70% corvina, 20% rondinella och 10% oseleta.",8,8,9,kryddig.nagot utvecklad.fat.torkade korsbar.vanilj.jordgubbar.kanel,kryddig.nagot utvecklad.fat.torkade korsbar.kanel.jordgubbar.vanilj
533301,366516,5333,Cape Heights,Cabernet Merlot Shiraz,59,NA,1000,59,2009-04-01,NA,"Rott vin, Mjukt & Barigt",Papp,,Western Cape,Sydafrika,Boutinot South Africa,Mondo Wine Sweden AB,2013,2013,14%,FS,0,0,"70% cabernet sauvignon, 20% merlot och 10% shiraz.",5,5,9,barig.svarta vinbar.blabar.lakrits.gras,barig.svarta vinbar.blabar.orter
533701,398730,5337,Barbaresco,,169,NA,750,225.33,2009-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Piemonte, Barbaresco",Italien,Livio Pavese,BGS Wine Import,2009,2009,14%,FS,0,0,Nebbiolo.,9,9,9,kryddig.nyanserad.fat.torkad frukt.korsbar.lakrits.tobak.salvia.kanel,kryddig.nagot animalisk.fat.torkade korsbar.nypon.tobak.lakrits.rosor
535201,579549,5352,Castelforte,Ripasso,84,NA,750,112,2011-04-27,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella",Italien,Cantine Riondo,Winepartners Nordic AB,2012,2012,14%,FS,0,0,"70% corvina, 20% rondinella, 5% molinara samt 5% ovriga druvsorter.",8,8,9,kryddig.fat.korinter.korsbarspraliner.kanel,kryddig.fat.korsbar.korinter.mintchoklad.tobak
535206,677882,5352,Castelforte,Ripasso,159,NA,1500,106,2012-07-02,NA,"Rott vin, Kryddigt & Mustigt",Magnum,Naturkork,"Venetien, Valpolicella",Italien,Cantine Riondo,Winepartners Nordic AB,2012,2012,13.5%,FS,0,0,"Corvina, rondinella, molinara och negrara.",8,8,9,kryddig.fat.korinter.korsbarspraliner.kanel,kryddig.fat.korsbar.korinter.mintchoklad.tobak
535301,579556,5353,Pasqua Ripasso,Valpolicella,95,NA,750,126.67,2011-05-05,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Valpolicella Superiore",Italien,Pasqua,Enjoy Wine & Spirits AB,2011,2011,13.5%,FS,0,0,"60% corvina, 20% rondinella, 10% corvinone och 10% negrara.",8,7,9,kryddig.fat.korsbar.blabar.lakrits.orter,kryddig.fat.korsbar.bjornbar.orter.vanilj
535401,584124,5354,Tommasi Graticcio Appassionato,,89,NA,750,118.67,2011-05-30,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,,Italien,Tommasi Viticoltori,Hermansson & Co AB,2012,2012,13%,FS,0,0,"Corvina veronese, rondinella och oseleta.",8,7,9,kryddig.aningen utvecklad.fat.morka korsbar.orter.russin.kakao,kryddig.aningen utvecklad.fat.torkade korsbar.salvia.russin.mork choklad.kanel
535402,793373,5354,Tommasi Graticcio Appassionato,,55,NA,375,146.67,2013-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,,Italien,Tommasi Viticoltori,Hermansson & Co AB,2012,2012,13%,FS,0,0,"Corvina veronese, rondinella och oseleta.",8,7,9,kryddig.aningen utvecklad.fat.morka korsbar.orter.russin.kakao,kryddig.aningen utvecklad.fat.torkade korsbar.salvia.russin.mork choklad.kanel
535408,718246,5354,Tommasi Graticcio Appassionato,,285,NA,3000,95,2012-12-07,NA,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,,Italien,Tommasi Viticoltori,Hermansson & Co AB,2012,2012,13%,FS,0,0,"Corvina veronese, rondinella och oseleta.",8,7,9,kryddig.aningen utvecklad.fat.morka korsbar.orter.russin.kakao,kryddig.aningen utvecklad.fat.torkade korsbar.salvia.russin.mork choklad.kanel
535801,591000,5358,Soprasasso,Valpolicella Ripasso,99,NA,750,132,2011-06-22,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella",Italien,MGM Mondo del Vino,Mondo Wine Sweden AB,2012,2012,13.5%,FS,0,0,,7,6,9,kryddig.korsbar.farska orter.lakrits,kryddig.korsbar.mandel.mjolkchoklad.orter
536101,619836,5361,Bourgogne Cuv�e Prestige,Francois Martenot Pinot Noir,99,NA,750,132,2011-10-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,Bourgogne,Frankrike,Francois Martenot,Apricot AB,2012,2012,12.5%,FS,0,0,Pinot noir.,5,5,9,barig.kryddig.fat.hallon.muskot.kanel.jordgubbar.lingon,kryddig.fat.hallon.jordgubbar.muskot.kanel
539501,856893,5395,Gevrey-Chambertin La Justice,Domaine Ren� Bouvier,349,NA,750,465.33,2014-09-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Bourgogne, C�te de Nuits, Gevrey-Chambertin",Frankrike,Domaine Ren� Bouvier,Fondberg,2012,2012,13%,FSN,0,0,Pinot noir.,7,6,10,nyanserad.kryddig.karaktar av rostade ekfat.jordgubbar.kaffe.peppar.choklad.korsbar.sandeltra,nyanserad.kryddig.karaktar av rostade ekfat.jordgubbar.kaffe.choklad.morka bar.sandeltra
539701,867544,5397,L. A. Cetto,Petite Sirah,95,NA,750,126.67,2014-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Baja California,Mexiko,Vinicola LA Cetto,Liquorama AB,2012,2012,13.5%,FSN,0,0,Petite sirah.,8,8,9,ungdomlig.fruktig.aningen rokig.fat.bjornbar.svarta vinbar.viol.orter.lakrits,ungdomlig.fruktig.aningen rokig.fat.bjornbar.korsbar.mynta.viol.lakrits
540801,3033,5408,Beaujolais Royal,,69,NA,750,92,1955-01-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Bourgogne, Beaujolais",Frankrike,Dufouleur Fr�res,Arvid Nordquist Vin och Sprithandel,NA,NA,12.5%,FS,0,0,Gamay,3,3,9,barig.ortig.jordgubbar.hallon,barig.ortig.jordgubbar.hallon
540802,3034,5408,Beaujolais Royal,,42,NA,375,112,1955-01-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Bourgogne, Beaujolais",Frankrike,Dufouleur Fr�res,Arvid Nordquist Vin och Sprithandel,NA,NA,12.5%,FS,0,0,Gamay,3,3,9,barig.ortig.jordgubbar.hallon,barig.ortig.jordgubbar.hallon
542101,3037,5421,La Vign�e,Pinot Noir,114,NA,750,152,1955-09-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,Bourgogne,Frankrike,Bouchard P�re & Fils,Bibendum,2013,2013,12%,FS,0,0,Pinot noir.,inte testat,inte testat,inte testat,inte testat,inte testat
544701,47739,5447,Bourgogne,Cuv�e Margot,149,NA,750,198.67,2004-05-03,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,Bourgogne,Frankrike,Olivier Leflaive,Johan Lidby Vinhandel AB,2012,2012,12.5%,FS,0,0,Pinot noir.,5,5,10,barig.fat.korsbar.lingon.kryddor.muskot,nyanserad.barig.fat.korsbar.blabar.kryddor.muskot
546001,241539,5460,Bourgogne Hautes C�tes de Nuits,Les Dames de Vergy,139,NA,750,185.33,2007-04-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Bourgogne, C�te de Nuits, Hautes-C�tes de Nuits",Frankrike,Domaine Guyon,Prime Wine Sweden AB,2012,2012,12.5%,FS,0,0,Pinot noir.,5,5,10,kryddig.nyanserad.fat.lingon.muskot.skogshallon,kryddig.nyanserad.fat.skogshallon.muskot.blabar.orter
546101,540185,5461,Mont-Redon,R�serve Rouge,105,NA,750,140,2010-11-29,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Rhonedalen, C�tes du Rh�ne",Frankrike,Ch�teau Mont-Redon,Ward Wines AB,2013,2013,13.5%,FS,0,0,,inte testat,inte testat,inte testat,inte testat,inte testat
547001,631019,5470,Bourgogne,Vieilles Vignes de Pinot Noir Albert Bichot,109,NA,750,145.33,2012-04-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,Bourgogne,Frankrike,Albert Bichot,Nigab,2012,2012,12.5%,FS,0,0,Pinot noir.,5,5,9,kryddig.fat.hallon.lingon.muskot.orter,kryddig.fat.hallon.lingon.muskot.orter
547101,631704,5471,Bourgogne Rouge,Cuv�e Saint-Nicolas Patriarche,179,NA,750,238.67,2012-04-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Bourgogne,Frankrike,Patriarche P�re & Fils,Stockholm WineLab AB,2010,2010,12.5%,FS,0,0,Pinot noir.,6,6,10,nyanserad.kryddig.fatkaraktar.jordgubbar.plommon.lingon.choklad.vanilj,nyanserad.kryddig.fatkaraktar.jordgubbar.plommon.choklad.sandeltra.muskot
547301,736078,5473,Vosne-Roman�e,Domaine Manuel Olivier,309,NA,750,412,2013-06-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Bourgogne, C�te de Nuits, Vosne-Roman�e",Frankrike,Domaine Manuel Olivier,Carovin AB,2011,2011,13%,FS,0,0,Pinot noir.,inte testat,inte testat,inte testat,inte testat,inte testat
547401,761616,5474,Coteaux Bourguignons,Antonin Rodet,79,NA,750,105.33,2013-09-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Bourgogne, Coteaux Bourguignons",Frankrike,Antonin Rodet,Winemarket Nordic AB,2013,2013,12.5%,FS,0,0,70% gamay och 30% pinot noir.,5,4,9,barig.nagot kryddig.fat.korsbar.hallon.lakrits.orter,barig.nagot kryddig.fat.hallon.korsbar.lakrits.orter.vanilj
547501,3042,5475,Bourgogne Rouge,Pinot Noir Labour�-Roi,99,NA,750,132,1991-11-04,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Bourgogne,Frankrike,Labour�-Roi,Fondberg,2013,2013,12%,FS,0,0,Pinot noir.,5,5,9,barig.nagot kryddig.hallon.lingon.jordgubbar.lakrits,barig.nagot kryddig.hallon.blabar.jordgubbar.lakrits
547502,3043,5475,Bourgogne Rouge,Pinot Noir,57,NA,375,152,1991-11-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Bourgogne,Frankrike,Labour�-Roi,Fondberg,2013,2013,12.5%,FS,0,0,Pinot noir.,5,5,9,barig.nagot kryddig.hallon.lingon.jordgubbar.lakrits,barig.nagot kryddig.hallon.blabar.jordgubbar.lakrits
547601,779749,5476,Santenay,Albert Bichot,159,NA,750,212,2013-12-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Bourgogne, C�te de Beaune, Santenay",Frankrike,Albert Bichot,Nigab,2011,2011,13%,FS,0,0,Pinot noir.,6,6,10,nyanserad.fat.skogshallon.lingon.farska orter.kanel,nyanserad.kryddig.fat.jordgubbar.skogshallon.lakrits.kanel
547701,854215,5477,Attitude,Cabernet Sauvignon Merlot,57,NA,750,76,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Dobrogea, Colinele Dobrogei",Rumanien,Carl Reh Winery,Altia Sweden AB,2013,2013,14%,FSN,0,0,Merlot och cabernet sauvignon.,7,7,9,fruktig.fat.morka bar.lakrits.peppar,fruktig.fat.svarta vinbar.bjornbar.viol.lakrits
548001,854385,5480,Lamadrid Single Vineyard,Reserva Cabernet Sauvignon,109,NA,750,145.33,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Salta,Argentina,Lamadrid Estate Wines,Sundance Wines AB,2012,2012,14.5%,FSN,0,0,Cabernet sauvignon.,10,10,9,rikt.fruktigt.stramt vin.tydlig rostad fatkaraktar.svarta vinbar.korsbar.ceder.kaffe,nyanserad.mycket fruktig.tydlig rostad fatkaraktar.svarta vinbar.plommon.kaffe
556301,864287,5563,Morgon,Victor Berard,117,NA,750,156,2014-12-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Bourgogne, Beaujolais, Beaujolais Cru, Morgon",Frankrike,Victor Berard,Fondberg,2013,2013,12.5%,FSN,0,0,Gamay.,5,5,10,barig.nyanserad.skogshallon.blabar.orter.lingon,barig.nyanserad.skogshallon.blabar.orter.korsbar
556801,864729,5568,Matua,Syrah,119,NA,750,158.67,2014-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Hawke's Bay,Nya Zeeland,Matua Valley Wines,Treasury Wine Estates Sweden AB,2013,2013,13.5%,FSN,0,0,Syrah.,9,9,9,nyanserad.fatkaraktar.bjornbar.plommon.enetra.choklad.vitpeppar.orter,nyanserad.druvtypisk.fatkaraktar.bjornbar.plommon.enetra.vitpeppar.orter
557801,864205,5578,Atalon,Cabernet Sauvignon,199,NA,750,265.33,2014-12-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Kalifornien, North Coast, Napa Valley",USA,Jackson Family Wines,Fondberg,2011,2011,13.5%,FSN,0,0,Cabernet sauvignon.,9,10,10,nyanserad.fruktig.fatkaraktar.svarta vinbar.ceder.choklad.kanel.basilika,nyanserad.fruktig.fatkaraktar.svarta vinbar.ceder.choklad.salvia.vanilj
600001,585477,6000,P�rez Cruz,Reserva Cabernet Sauvignon,85,NA,750,113.33,2011-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Maipo,Chile,P�rez Cruz,Terrific Wines AB,2012,2012,13.5%,FS,0,0,"92% cabernet sauvignon, 4% merlot, 2% carmen�re och 2% syrah.",8,7,9,fruktig.fat.svarta vinbar.blabar.mynta.viol.lakrits,nyanserad.fruktig.fat.svarta vinbar.mynta.viol..lakrits
600801,890664,6008,Barefoot,Zinfandel,69,NA,750,92,2014-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Barefoot Cellars,Spendrups Bryggeri AB,2013,2013,13.5%,FS,0,0,Zinfandel.,8,6,9,generost fruktig.bjornbar.lakrits.blabar.vanilj,generost fruktig.bjornbar.viol.vanilj
601001,366416,6010,Allegrini,Valpolicella Superiore,105,NA,750,140,2009-04-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Valpolicella Superiore",Italien,Allegrini,The WineAgency Sweden AB,2012,2012,13.5%,FS,0,0,"70% corvina veronese, 25% rondinella och 5% oseleta.",8,7,9,kryddig.fruktig.fat.morka bar.nejlika.choklad.salvia,nyanserad.kryddig.fat.morka bar.salvia.timjan.choklad
601401,400694,6014,Albret,Estate Selection,79,NA,750,105.33,2009-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Navarra,Spanien,Finca Albret,Berntson Beer AB,2008,2008,13.5%,FS,0,0,"45% cabernet sauvignon, 30% merlot och 25% tempranillo.",8,8,9,rikt.mycket fruktigt vin.fatkaraktar.hallon.svarta vinbar.morka korsbar.orter,stor.mycket fruktig.fatkaraktar.svarta vinbar.hallon.morka korsbar.orter
601801,3218,6018,C�tes-du-Rh�ne,Reserve,75,NA,750,100,1993-03-25,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Rhonedalen, C�tes du Rh�ne",Frankrike,Pellerin,Giertz Vinimport AB,2012,2012,13.5%,FS,0,0,"55% syrah, 40% grenache noir och 5% mourv�dre.",6,6,9,kryddig.bjornbar.korsbar.lakrits.viol,kryddig.bjornbar.korsbar.lakrits.viol
601808,192402,6018,C�tes-du-Rh�ne,Reserve,249,NA,3000,83,2006-04-01,NA,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,"Rhonedalen, C�tes du Rh�ne",Frankrike,Pellerin,Giertz Vinimport AB,2012,2012,13.5%,FS,0,0,"55% syrah, 40% grenache noir och 5% mourv�dre.",6,6,9,kryddig.bjornbar.korsbar.lakrits.viol,kryddig.bjornbar.korsbar.lakrits.viol
608301,4603,6083,Campo Viejo,Reserva,101,NA,750,134.67,1994-10-03,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Campo Viejo,Pernod Ricard Sweden AB,2008,2008,13.5%,FS,0,0,85% tempranillo samt 15% mazuelo och graciano.,7,7,9,kryddig.utvecklad.fatkaraktar.torkade korsbar.dill.tobak.kakao,kryddig.utvecklad.fatkaraktar.torkade korsbar.tobak.dill
609001,779881,6090,Tajano,Rosso Piceno,79,NA,750,105.33,2013-12-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Marche, Rosso Piceno",Italien,Umani Ronchi,Enjoy Wine & Spirits AB,2013,2013,13%,FS,1,0,75% montepulciano och 25% sangiovese.,7,7,9,kryddig.fruktig.fat.morka korsbar.lavendel.choklad.vanilj,kryddig.fruktig.fat.morka korsbar.lavendel.kanel.choklad
611001,4970,6110,Marqu�s de Arienzo,Gran Reserva,149,NA,750,198.67,1994-11-21,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Domecq,Nigab,2007,2007,14%,FS,0,0,Tempranillo,7,7,9,mogen.kryddig.fatkaraktar.torkade korsbar.dill.muskot.russin.kakao,mogen.kryddig.fatkaraktar.torkade fikon.dill.vanilj.muskot.mork choklad
613101,670000,6131,The Black Shiraz,,72,NA,750,96,2012-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Berton Vineyard,Hermansson & Co AB,2013,2013,14.5%,FS,0,0,Shiraz.,9,8,9,mycket fruktig.fatkaraktar.bjornbar.plommon.peppar.lakrits.orter,mycket fruktig.fatkaraktar.bjornbar.rosmarin.plommon.peppar.lakrits
613901,49310,6139,Ramos,Reserva,69,NA,750,92,2004-10-04,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Alentejo,Portugal,Jo�o Portugal Ramos,Hermansson & Co AB,2013,2013,14%,FS,0,0,"Trincadeira, aragonez och syrah.",7,7,9,kryddig.fruktig.morka bar.orter.korsbar.lakrits,kryddig.fruktig.bjornbar.orter.morka korsbar.sotlakrits
613908,198535,6139,Ramos,Reserva,225,NA,3000,75,2006-02-01,NA,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,Alentejo,Portugal,Jo�o Portugal Ramos,Hermansson & Co AB,2013,2013,14%,FS,0,0,"Trincadeira, aragonez och syrah.",7,7,9,kryddig.fruktig.morka bar.orter.korsbar.lakrits,kryddig.fruktig.bjornbar.orter.morka korsbar.sotlakrits
614501,619749,6145,Fox Creek,Short Row Shiraz,154,NA,750,205.33,2012-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"South Australia, McLaren Vale",Australien,Fox Creek Wines,Stellan Kramer AB,2011,2011,14.5%,FS,0,0,Shiraz.,10,9,9,mycket fruktigt.rikt vin.rostad fatkaraktar.morka bar.choklad.plommon.peppar.vanilj,nyanserad.fruktig.rostad fatkaraktar.plommon.eukalyptus.bjornbar.kaffe.mork choklad
614601,583258,6146,Chill Out Mountains,Malbec,69,1,750,92,2011-10-01,NA,"Rott vin, Fruktigt & Smakrikt",PET-flaska,Skruvkapsyl,"Cuyo, San Juan",Argentina,Altia,Altia Sweden AB,2013,2013,13%,FS,1,0,85% malbec och 15% syrah.,7,6,9,fruktig.morka bar.lakrits.vanilj,mycket fruktig.morka bar.plommon.smorkola
622601,4979,6226,Lindemans Bin 45,Cabernet Sauvignon,79,NA,750,105.33,1994-12-05,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Lindemans,Treasury Wine Estates Sweden AB,2013,2013,13.5%,FS,0,0,Cabernet sauvignon,6,5,9,fruktig.aningen syltig.morka bar.vanilj.lakrits,mycket fruktig.aningen brand.morka bar.kryddor.sotlakrits
